"","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month ","average_total_payment_3_month ","average_total_payment_6_month ","average_total_payment_1_year ","sum_total_payment_1_month ","sum_total_payment_3_month ","sum_total_payment_6_month ","sum_total_payment_1_year ","average_standard_payment_1_month ","average_standard_payment_3_month ","average_standard_payment_6_month ","average_standard_payment_1_year ","sum_standard_payment_1_month ","sum_standard_payment_3_month ","sum_standard_payment_6_month ","sum_standard_payment_1_year ","average_non_standard_payment_1_month ","average_non_standard_payment_3_month ","average_non_standard_payment_6_month ","average_non_standard_payment_1_year ","sum_non_standard_payment_1_month ","sum_non_standard_payment_3_month ","sum_non_standard_payment_6_month ","sum_non_standard_payment_1_year ","average_jobs_1_month ","average_jobs_3_month ","average_jobs_6_month ","average_jobs_1_year ","total_jobs_1_month ","total_jobs_3_month ","total_jobs_6_month ","total_jobs_1_year ","average_satisfaction_1_month ","average_satisfaction_3_month ","average_satisfaction_6_month ","average_satisfaction_1_year ","Tenure(in_categories)","churn_status"
"18",53288,"GWYNN OAK                     ","MD ",1,100,"COMMISSION","Not Specified",1,"107",53288,212,2017-12-29,21,37,92,92,900.724761904762,723.649189189189,864.978152173913,864.978152173913,18915.22,26775.02,79577.99,79577.99,869.773333333333,699.648648648649,854.430760869565,854.430760869565,18265.24,25887,78607.63,78607.63,30.9514285714286,24.0005405405405,10.5473913043478,10.5473913043478,649.98,888.02,970.36,970.36,9.95238095238095,8.21621621621622,10.0652173913043,10.0652173913043,209,304,926,926,0.722222222222222,0.739130434782609,0.626666666666667,0.626666666666667,"more than 6 month",FALSE
"19",53299,"GWYNN OAK                     ","MD ",1,100,"COMMISSION","Not Specified",0,"236",53299,36,2017-08-10,0,0,20,20,0,0,999.397,999.397,0,0,19987.94,19987.94,0,0,996.276,996.276,0,0,19925.52,19925.52,0,0,3.121,3.121,0,0,62.42,62.42,0,0,11.85,11.85,0,0,237,237,0.5,0.5,0.722222222222222,0.722222222222222,"less than or equal to 3 month",TRUE
"20",53303,"LETHBRIDGE,AB,T1K2S4          ","AB ",1,0,"DAILY     ","1",1,"107",53303,214,2017-12-31,55,113,202,202,2.98181818181818,10.9734513274336,7.46534653465347,7.46534653465347,164,1240,1508,1508,2.98181818181818,10.9734513274336,7.46534653465347,7.46534653465347,164,1240,1508,1508,0,0,0,0,0,0,0,0,8,6.85840707964602,6.28712871287129,6.28712871287129,440,775,1270,1270,0.60377358490566,0.752293577981651,0.760416666666667,0.760416666666667,"more than 6 month",FALSE
"21",53344,"SAN FERNANDO                  ","CA ",1,100,"COMMISSION","Not Specified",1,"107",53344,67,2017-08-06,0,0,39,39,0,0,868.615384615385,868.615384615385,0,0,33876,33876,0,0,868.615384615385,868.615384615385,0,0,33876,33876,0,0,0,0,0,0,0,0,0,0,15.8205128205128,15.8205128205128,0,0,617,617,0.5,0.5,0.58974358974359,0.58974358974359,"less than or equal to 3 month",TRUE
"22",53384,"DUNCANVILLE                   ","TX ",1,100,"COMMISSION","1",1,"107",53384,213,2017-12-30,53,104,184,184,1089.88301886792,1008.41980769231,973.729239130435,973.729239130435,57763.8,104875.66,179166.18,179166.18,1061.72377358491,991.184807692308,963.987717391304,963.987717391304,56271.36,103083.22,177373.74,177373.74,28.1592452830189,17.235,9.74152173913044,9.74152173913044,1492.44,1792.44,1792.44,1792.44,17.1132075471698,16.2115384615385,15.8369565217391,15.8369565217391,907,1686,2914,2914,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"23",53388,"AURORA                        ","ON ",1,0,"DAILY     ","Not Specified",1,"107",53388,213,2017-12-31,4,36,98,98,0,0.666666666666667,0.244897959183673,0.244897959183673,0,24,24,24,0,0.666666666666667,0.244897959183673,0.244897959183673,0,24,24,24,0,0,0,0,0,0,0,0,6,8,8.18367346938776,8.18367346938776,24,288,802,802,1,0.666666666666667,0.709677419354839,0.709677419354839,"more than 6 month",FALSE
"24",53390,"BRAMPTON                      ","ON ",1,0,"DAILY     ","1",1,"107",53390,213,2017-12-30,42,90,169,169,11.7142857142857,16.8,15.6449704142012,15.6449704142012,492,1512,2644,2644,11.7142857142857,16.8,15.6449704142012,15.6449704142012,492,1512,2644,2644,0,0,0,0,0,0,0,0,2.66666666666667,3.04444444444444,3.9585798816568,3.9585798816568,112,274,669,669,0.842105263157895,0.851851851851852,0.822033898305085,0.822033898305085,"more than 6 month",FALSE
"25",53413,"RIVERSIDE                     ","CA ",1,100,"COMMISSION","Not Specified",0,"236",53413,76,2017-08-15,0,0,52,52,0,0,858.461538461538,858.461538461538,0,0,44640,44640,0,0,858.461538461538,858.461538461538,0,0,44640,44640,0,0,0,0,0,0,0,0,0,0,15.6538461538462,15.6538461538462,0,0,814,814,0.5,0.5,0.490196078431373,0.490196078431373,"less than or equal to 3 month",TRUE
"26",53437,"ROOSEVELT                     ","NY ",1,100,"COMMISSION","1",0,"236",53437,213,2017-12-30,53,103,171,171,808.830188679245,939.796116504854,1189.41520467836,1189.41520467836,42868,96799,203390,203390,808.830188679245,939.796116504854,1189.41520467836,1189.41520467836,42868,96799,203390,203390,0,0,0,0,0,0,0,0,5.92452830188679,7.10679611650485,9.04678362573099,9.04678362573099,314,732,1547,1547,0.615384615384615,0.69620253164557,0.676470588235294,0.676470588235294,"more than 6 month",FALSE
"27",53439,"ROOSEVELT                     ","NY ",1,100,"COMMISSION","1",0,"236",53439,213,2017-12-30,54,107,189,189,1216.42592592593,1178.85981308411,1218.37037037037,1218.37037037037,65687,126138,230272,230272,1216.42592592593,1178.85981308411,1218.37037037037,1218.37037037037,65687,126138,230272,230272,0,0,0,0,0,0,0,0,19.7777777777778,19.4672897196262,20.2063492063492,20.2063492063492,1068,2083,3819,3819,0.555555555555556,0.6,0.572972972972973,0.572972972972973,"more than 6 month",FALSE
"28",53440,"ROOSEVELT                     ","NY ",1,100,"COMMISSION","1",0,"236",53440,128,2017-10-06,0,17,58,58,0,1223.88235294118,1312.89655172414,1312.89655172414,0,20806,76148,76148,0,1223.88235294118,1312.89655172414,1312.89655172414,0,20806,76148,76148,0,0,0,0,0,0,0,0,0,9.64705882352941,9.82758620689655,9.82758620689655,0,164,570,570,0.5,0.538461538461538,0.607843137254902,0.607843137254902,"less than or equal to 6 month",FALSE
