"","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month ","average_total_payment_3_month ","average_total_payment_6_month ","average_total_payment_1_year ","sum_total_payment_1_month ","sum_total_payment_3_month ","sum_total_payment_6_month ","sum_total_payment_1_year ","average_standard_payment_1_month ","average_standard_payment_3_month ","average_standard_payment_6_month ","average_standard_payment_1_year ","sum_standard_payment_1_month ","sum_standard_payment_3_month ","sum_standard_payment_6_month ","sum_standard_payment_1_year ","average_non_standard_payment_1_month ","average_non_standard_payment_3_month ","average_non_standard_payment_6_month ","average_non_standard_payment_1_year ","sum_non_standard_payment_1_month ","sum_non_standard_payment_3_month ","sum_non_standard_payment_6_month ","sum_non_standard_payment_1_year ","average_jobs_1_month ","average_jobs_3_month ","average_jobs_6_month ","average_jobs_1_year ","total_jobs_1_month ","total_jobs_3_month ","total_jobs_6_month ","total_jobs_1_year ","average_satisfaction_1_month ","average_satisfaction_3_month ","average_satisfaction_6_month ","average_satisfaction_1_year ","Tenure(in_categories)","churn_status"
"437",57678,"MESA                          ","AZ ",1,100,"COMMISSION","1",1,"107",57678,213,2017-12-30,55,105,182,182,2233.67927272727,1873.84304761905,1812.59274725275,1812.59274725275,122852.36,196753.52,329891.88,329891.88,1222.46,1317.75104761905,1463.99340659341,1463.99340659341,67235.3,138363.86,266446.8,266446.8,1011.21927272727,556.092,348.599340659341,348.599340659341,55617.06,58389.66,63445.08,63445.08,12.9454545454545,12.9428571428571,13.5,13.5,712,1359,2457,2457,0.84,0.838709677419355,0.854838709677419,0.854838709677419,"more than 6 month",FALSE
"438",57708,"ORLANDO                       ","FL ",1,100,"COMMISSION","1",0,"236",57708,34,2017-08-30,0,0,10,10,0,0,740.468,740.468,0,0,7404.68,7404.68,0,0,702.02,702.02,0,0,7020.2,7020.2,0,0,38.448,38.448,0,0,384.48,384.48,0,0,8.1,8.1,0,0,81,81,0.5,0.5,0.888888888888889,0.888888888888889,"less than or equal to 3 month",TRUE
"439",57730,"NEW BALTIMORE                 ","MI ",1,100,"COMMISSION","1",0,"236",57730,118,2017-09-26,0,1,74,74,0,985.56,1056.94,1056.94,0,985.56,78213.56,78213.56,0,985.56,1056.94,1056.94,0,985.56,78213.56,78213.56,0,0,0,0,0,0,0,0,0,13,15.0945945945946,15.0945945945946,0,13,1117,1117,0.5,0.5,0.397260273972603,0.397260273972603,"less than or equal to 6 month",TRUE
"440",57732,"SHELBY TWP                    ","MI ",1,100,"COMMISSION","Not Specified",0,"236",57732,78,2017-08-17,0,0,72,72,0,0,889.666666666667,889.666666666667,0,0,64056,64056,0,0,1057.08333333333,1057.08333333333,0,0,76110,76110,0,0,-167.416666666667,-167.416666666667,0,0,-12054,-12054,0,0,16.8472222222222,16.8472222222222,0,0,1213,1213,0.5,0.5,0.295774647887324,0.295774647887324,"less than or equal to 3 month",TRUE
"441",57738,"WYOMING                       ","MI ",1,100,"COMMISSION","Not Specified",0,"236",57738,139,2017-10-17,0,39,114,114,0,1138.95025641026,1168.4049122807,1168.4049122807,0,44419.06,133198.16,133198.16,0,1138.95025641026,1168.4049122807,1168.4049122807,0,44419.06,133198.16,133198.16,0,0,0,0,0,0,0,0,0,16.025641025641,16.0175438596491,16.0175438596491,0,625,1826,1826,0.5,0.5,0.5,0.5,"less than or equal to 6 month",FALSE
"443",57801,"SALT LAKE CITY                ","UT ",1,100,"COMMISSION","1",0,"236",57801,213,2017-12-31,50,90,152,152,1654.5528,1503.68222222222,1453.90881578947,1453.90881578947,82727.64,135331.4,220994.14,220994.14,1593.7708,1465.07977777778,1420.62144736842,1420.62144736842,79688.54,131857.18,215934.46,215934.46,60.782,38.6024444444444,33.2873684210526,33.2873684210526,3039.1,3474.22,5059.68,5059.68,7.7,6.43333333333333,5.92763157894737,5.92763157894737,385,579,901,901,0.641025641025641,0.728813559322034,0.760416666666667,0.760416666666667,"more than 6 month",FALSE
"444",57817,"CHATTANOOGA                   ","TN ",1,100,"COMMISSION","Not Specified",0,"236",57817,21,2017-09-12,0,8,14,14,0,967.75,909.714285714286,909.714285714286,0,7742,12736,12736,0,945.75,852.428571428571,852.428571428571,0,7566,11934,11934,0,22,57.2857142857143,57.2857142857143,0,176,802,802,0,14.375,14.0714285714286,14.0714285714286,0,115,197,197,0.5,0.375,0.428571428571429,0.428571428571429,"less than or equal to a month",TRUE
"445",57822,"TAMPA                         ","FL ",1,100,"COMMISSION","1",0,"236",57822,2,2017-07-04,0,0,2,2,0,0,972.5,972.5,0,0,1945,1945,0,0,972.5,972.5,0,0,1945,1945,0,0,0,0,0,0,0,0,0,0,18,18,0,0,36,36,0.5,0.5,0,0,"less than or equal to a month",TRUE
"446",57825,"SOUTH ATTLEBORO               ","MA ",1,100,"COMMISSION","1",0,"236",57825,214,2017-12-31,54,110,189,189,968,1011.67272727273,1007.22222222222,1007.22222222222,52272,111284,190365,190365,915.777777777778,973.054545454545,981.920634920635,981.920634920635,49452,107036,185583,185583,52.2222222222222,38.6181818181818,25.3015873015873,25.3015873015873,2820,4248,4782,4782,15.3888888888889,15.8636363636364,15.9206349206349,15.9206349206349,831,1745,3009,3009,0.518518518518518,0.481818181818182,0.467741935483871,0.467741935483871,"more than 6 month",FALSE
"447",57838,"PHOENIX                       ","AZ ",1,100,"COMMISSION","1",0,"236",57838,192,2017-12-09,29,65,130,130,453.17275862069,471.742769230769,470.687076923077,470.687076923077,13142.01,30663.28,61189.32,61189.32,448.331379310345,452.889384615385,426.732153846154,426.732153846154,13001.61,29437.81,55475.18,55475.18,4.84137931034483,18.8533846153846,43.9549230769231,43.9549230769231,140.4,1225.47,5714.14,5714.14,14.1034482758621,14.2769230769231,14.2769230769231,14.2769230769231,409,928,1856,1856,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"448",57855,"RIALTO                        ","CA ",1,100,"COMMISSION","Not Specified",1,"107",57855,214,2017-12-31,54,111,198,198,637.646296296296,606.230630630631,619.091818181818,619.091818181818,34432.9,67291.6,122580.18,122580.18,627.64037037037,601.362882882883,613.785151515151,613.785151515151,33892.58,66751.28,121529.46,121529.46,10.0059259259259,4.86774774774775,5.30666666666667,5.30666666666667,540.32,540.32,1050.72,1050.72,8.14814814814815,8.2972972972973,8.9040404040404,8.9040404040404,440,921,1763,1763,0.790697674418605,0.853932584269663,0.838509316770186,0.838509316770186,"more than 6 month",FALSE
"449",57872,"MERIDEN                       ","CT ",1,100,"COMMISSION","Not Specified",0,"236",57872,213,2017-12-30,47,93,164,164,1127.41744680851,1103.45612903226,1091.70463414634,1091.70463414634,52988.62,102621.42,179039.56,179039.56,1127.41744680851,1103.45612903226,1091.70463414634,1091.70463414634,52988.62,102621.42,179039.56,179039.56,0,0,0,0,0,0,0,0,18.0212765957447,17.7204301075269,18.0243902439024,18.0243902439024,847,1648,2956,2956,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"451",57891,"MERIDEN                       ","CT ",1,100,"COMMISSION","Not Specified",0,"236",57891,213,2017-12-30,47,94,170,170,1033.09659574468,989.525957446809,1020.63235294118,1020.63235294118,48555.54,93015.44,173507.5,173507.5,1033.09659574468,989.525957446809,1020.63235294118,1020.63235294118,48555.54,93015.44,173507.5,173507.5,0,0,0,0,0,0,0,0,16.6382978723404,15.7978723404255,16.4882352941176,16.4882352941176,782,1485,2803,2803,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"452",57898,"LODI                          ","NJ ",1,100,"COMMISSION","Not Specified",1,"107",57898,164,2017-12-01,1,1,2,2,924,924,770,770,924,924,1540,1540,924,924,770,770,924,924,1540,1540,0,0,0,0,0,0,0,0,14,14,14.5,14.5,14,14,29,29,0,0,0.5,0.5,"less than or equal to 6 month",FALSE
"453",57920,"MONEE                         ","IL ",1,100,"COMMISSION","Not Specified",0,"236",57920,79,2017-08-18,0,0,67,67,0,0,828.259701492537,828.259701492537,0,0,55493.4,55493.4,0,0,825.059701492537,825.059701492537,0,0,55279,55279,0,0,3.2,3.2,0,0,214.4,214.4,0,0,14.910447761194,14.910447761194,0,0,999,999,0.5,0.5,0.681818181818182,0.681818181818182,"less than or equal to 3 month",TRUE
"454",57938,"DERBY                         ","CT ",1,100,"COMMISSION","Not Specified",1,"107",57938,214,2017-12-31,55,110,197,197,647.672727272727,681.363636363636,702.38578680203,702.38578680203,35622,74950,138370,138370,647.672727272727,681.363636363636,702.38578680203,702.38578680203,35622,74950,138370,138370,0,0,0,0,0,0,0,0,10.6727272727273,12.2545454545455,13.3147208121827,13.3147208121827,587,1348,2623,2623,0.566037735849057,0.5,0.462765957446808,0.462765957446808,"more than 6 month",FALSE
"455",57952,"CUMBERLAND                    ","RI ",1,100,"COMMISSION","1",1,"107",57952,214,2017-12-31,59,119,209,209,1086.13559322034,1090.94117647059,1088.14354066986,1088.14354066986,64082,129822,227422,227422,1052.33898305085,1066.43697478992,1071.1961722488,1071.1961722488,62088,126906,223880,223880,33.7966101694915,24.5042016806723,16.9473684210526,16.9473684210526,1994,2916,3542,3542,15.4406779661017,15.781512605042,15.7607655502392,15.7607655502392,911,1878,3294,3294,0.491525423728814,0.478991596638655,0.502392344497608,0.502392344497608,"more than 6 month",FALSE
"456",57970,"SHELBY TWP                    ","MI ",1,100,"COMMISSION","Not Specified",1,"107",57970,212,2017-12-30,40,85,149,149,848.4,832.941176470588,831.785234899329,831.785234899329,33936,70800,123936,123936,848.4,832.941176470588,831.785234899329,831.785234899329,33936,70800,123936,123936,0,0,0,0,0,0,0,0,10.45,10.0823529411765,9.91946308724832,9.91946308724832,418,857,1478,1478,0.473684210526316,0.530864197530864,0.573426573426573,0.573426573426573,"more than 6 month",FALSE
"457",57983,"SAN MARCOS                    ","TX ",1,100,"COMMISSION","1",0,"236",57983,1,2017-12-28,1,1,1,1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"458",57987,"CAPE CORAL                    ","FL ",1,100,"COMMISSION","1",0,"236",57987,79,2017-08-18,0,0,37,37,0,0,871.824324324324,871.824324324324,0,0,32257.5,32257.5,0,0,871.824324324324,871.824324324324,0,0,32257.5,32257.5,0,0,0,0,0,0,0,0,0,0,15.027027027027,15.027027027027,0,0,556,556,0.5,0.5,0.416666666666667,0.416666666666667,"less than or equal to 3 month",TRUE
"460",58007,"N. LAS VEGAS                  ","NV ",1,100,"COMMISSION","Not Specified",0,"236",58007,80,2017-08-19,0,0,75,75,0,0,846.96,846.96,0,0,63522,63522,0,0,846.96,846.96,0,0,63522,63522,0,0,0,0,0,0,0,0,0,0,14.4266666666667,14.4266666666667,0,0,1082,1082,0.5,0.5,0.561643835616438,0.561643835616438,"less than or equal to 3 month",TRUE
"461",58009,"DELANO                        ","CA ",1,100,"COMMISSION","1",0,"236",58009,7,2017-06-07,0,0,5,5,0,0,2646.6,2646.6,0,0,13233,13233,0,0,2601.6,2601.6,0,0,13008,13008,0,0,45,45,0,0,225,225,0,0,5.6,5.6,0,0,28,28,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"462",58013,"CANTON                        ","OH ",1,100,"COMMISSION","1",0,"236",58013,1,2017-06-10,0,0,1,1,0,0,700.28,700.28,0,0,700.28,700.28,0,0,700.28,700.28,0,0,700.28,700.28,0,0,0,0,0,0,0,0,0,0,14,14,0,0,14,14,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"463",58027,"VANCOUVER                     ","WA ",1,100,"COMMISSION","1",0,"236",58027,213,2017-12-30,50,103,183,183,1449.5016,1429.16582524272,1342.62797814208,1342.62797814208,72475.08,147204.08,245700.92,245700.92,1437.6196,1389.87922330097,1296.11661202186,1296.11661202186,71880.98,143157.56,237189.34,237189.34,11.882,39.2866019417476,46.5113661202186,46.5113661202186,594.1,4046.52,8511.58,8511.58,7.8,9.01941747572816,9.55737704918033,9.55737704918033,390,929,1749,1749,0.804878048780488,0.831325301204819,0.804511278195489,0.804511278195489,"more than 6 month",FALSE
"464",58038,"FREEHOLD                      ","NJ ",1,100,"COMMISSION","Not Specified",1,"107",58038,214,2017-12-31,47,97,158,158,994.446808510638,943.845360824742,985.892405063291,985.892405063291,46739,91553,155771,155771,994.446808510638,943.845360824742,985.405063291139,985.405063291139,46739,91553,155694,155694,0,0,0.487341772151899,0.487341772151899,0,0,77,77,17.2765957446809,17.0721649484536,16.9367088607595,16.9367088607595,812,1656,2676,2676,0.608695652173913,0.572916666666667,0.484076433121019,0.484076433121019,"more than 6 month",FALSE
"465",58040,"ORLANDO                       ","FL ",1,100,"COMMISSION","1",1,"107",58040,213,2017-12-30,51,96,168,168,768.645098039216,735.591354166667,736.475476190476,736.475476190476,39200.9,70616.77,123727.88,123727.88,749.656862745098,723.4234375,716.104047619048,716.104047619048,38232.5,69448.65,120305.48,120305.48,18.9882352941176,12.1679166666667,20.3714285714286,20.3714285714286,968.4,1168.12,3422.4,3422.4,10.2352941176471,9.64583333333333,10.25,10.25,522,926,1722,1722,0.738095238095238,0.802469135802469,0.831081081081081,0.831081081081081,"more than 6 month",FALSE
"466",58054,"MESA                          ","AZ ",1,100,"COMMISSION","1",1,"107",58054,214,2017-12-31,55,111,193,193,1003.34945454545,1026.78828828829,940.991658031088,940.991658031088,55184.22,113973.5,181611.39,181611.39,997.238909090909,1023.57117117117,934.324300518135,934.324300518135,54848.14,113616.4,180324.59,180324.59,6.11054545454545,3.21711711711712,6.66735751295337,6.66735751295337,336.08,357.1,1286.8,1286.8,10.6545454545455,8.75675675675676,8.06735751295337,8.06735751295337,586,972,1557,1557,0.844444444444444,0.844155844155844,0.818840579710145,0.818840579710145,"more than 6 month",FALSE
"468",58069,"WALNUTPORT                    ","PA ",1,100,"COMMISSION","1",1,"107",58069,214,2017-12-31,58,118,161,161,714.48275862069,765.254237288136,802.608695652174,802.608695652174,41440,90300,129220,129220,714.48275862069,765.254237288136,802.608695652174,802.608695652174,41440,90300,129220,129220,0,0,0,0,0,0,0,0,13.6034482758621,13.9830508474576,14.6273291925466,14.6273291925466,789,1650,2355,2355,0.5,0.51304347826087,0.5,0.5,"more than 6 month",FALSE
"469",58076,"HIALEAH                       ","FL ",1,100,"COMMISSION","Not Specified",1,"107",58076,43,2017-12-30,27,27,27,27,744.696666666667,744.696666666667,744.696666666667,744.696666666667,20106.81,20106.81,20106.81,20106.81,744.696666666667,744.696666666667,744.696666666667,744.696666666667,20106.81,20106.81,20106.81,20106.81,0,0,0,0,0,0,0,0,3.55555555555556,3.55555555555556,3.55555555555556,3.55555555555556,96,96,96,96,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"470",58086,"ALLENTOWN                     ","PA ",1,100,"COMMISSION","1",1,"107",58086,135,2017-12-31,59,120,133,133,895.762711864407,912.041666666667,922.368421052632,922.368421052632,52850,109445,122675,122675,895.762711864407,912.041666666667,922.368421052632,922.368421052632,52850,109445,122675,122675,0,0,0,0,0,0,0,0,17.6949152542373,17.2916666666667,17.2631578947368,17.2631578947368,1044,2075,2296,2296,0.482142857142857,0.482758620689655,0.503875968992248,0.503875968992248,"less than or equal to 6 month",FALSE
"471",58102,"BURNSVILLE                    ","MN ",1,100,"COMMISSION","1",1,"107",58102,208,2017-12-29,20,40,74,74,1123.45,980.091,933.498918918919,933.498918918919,22469,39203.64,69078.92,69078.92,1123.45,980.091,933.498918918919,933.498918918919,22469,39203.64,69078.92,69078.92,0,0,0,0,0,0,0,0,5.9,5.95,6.14864864864865,6.14864864864865,118,238,455,455,0.75,0.857142857142857,0.90625,0.90625,"more than 6 month",FALSE
"472",58111,"BROCKTON                      ","MA ",1,100,"COMMISSION","1",1,"107",58111,213,2017-12-30,25,49,116,116,863.8584,876.410204081633,971.914655172414,971.914655172414,21596.46,42944.1,112742.1,112742.1,861.4584,859.226530612245,950.811206896552,950.811206896552,21536.46,42102.1,110294.1,110294.1,2.4,17.1836734693878,21.1034482758621,21.1034482758621,60,842,2448,2448,12.24,13,14.801724137931,14.801724137931,306,637,1717,1717,0.391304347826087,0.418604651162791,0.37962962962963,0.37962962962963,"more than 6 month",FALSE
"474",58125,"JERSEY CITY                   ","NJ ",1,100,"COMMISSION","Not Specified",0,"236",58125,214,2017-12-31,52,100,185,185,983.230769230769,944.02,977.275675675676,977.275675675676,51128,94402,180796,180796,983.230769230769,944.02,977.275675675676,977.275675675676,51128,94402,180796,180796,0,0,0,0,0,0,0,0,17,16.03,16.0216216216216,16.0216216216216,884,1603,2964,2964,0.549019607843137,0.535353535353535,0.508196721311475,0.508196721311475,"more than 6 month",FALSE
"475",58140,"WINCHESTER                    ","VA ",1,100,"COMMISSION","Not Specified",0,"236",58140,212,2017-12-29,52,107,194,194,614.769230769231,562.953271028037,581.701030927835,581.701030927835,31968,60236,112850,112850,614.769230769231,562.953271028037,581.701030927835,581.701030927835,31968,60236,112850,112850,0,0,0,0,0,0,0,0,10.5,9.78504672897196,9.93814432989691,9.93814432989691,546,1047,1928,1928,0.6875,0.75,0.725274725274725,0.725274725274725,"more than 6 month",FALSE
"476",58147,"BURNSVILLE                    ","MN ",1,100,"COMMISSION","1",1,"107",58147,214,2017-12-31,35,66,115,115,1131.85114285714,1225.89333333333,1274.28791304348,1274.28791304348,39614.79,80908.96,146543.11,146543.11,1114.92428571429,1208.23393939394,1261.56165217391,1261.56165217391,39022.35,79743.44,145079.59,145079.59,16.9268571428571,17.6593939393939,12.7262608695652,12.7262608695652,592.44,1165.52,1463.52,1463.52,4.94285714285714,5.01515151515152,5.21739130434783,5.21739130434783,173,331,600,600,0.8,0.875,0.846153846153846,0.846153846153846,"more than 6 month",FALSE
"477",58184,"PENSACOLA                     ","FL ",1,100,"COMMISSION","Not Specified",1,"107",58184,213,2017-12-30,49,98,174,174,813.428571428571,795.857142857143,799.448275862069,799.448275862069,39858,77994,139104,139104,813.428571428571,795.857142857143,799.448275862069,799.448275862069,39858,77994,139104,139104,0,0,0,0,0,0,0,0,10.6326530612245,10.6326530612245,10.7988505747126,10.7988505747126,521,1042,1879,1879,0.73469387755102,0.71875,0.703488372093023,0.703488372093023,"more than 6 month",FALSE
"478",58194,"SALT LAKE CITY                ","UT ",1,100,"COMMISSION","Not Specified",1,"107",58194,212,2017-12-29,54,110,188,188,2872.69296296296,2476.37881818182,2215.26122340426,2215.26122340426,155125.42,272401.67,416469.11,416469.11,2594.19185185185,2213.24263636364,1991.80292553191,1991.80292553191,140086.36,243456.69,374458.95,374458.95,278.501111111111,263.136181818182,223.45829787234,223.45829787234,15039.06,28944.98,42010.16,42010.16,15.2407407407407,13.6090909090909,12.5106382978723,12.5106382978723,823,1497,2352,2352,0.785714285714286,0.815789473684211,0.839285714285714,0.839285714285714,"more than 6 month",FALSE
"479",58200,"NEW BALTIMORE                 ","MI ",1,100,"COMMISSION","1",0,"236",58200,79,2017-08-18,0,0,75,75,0,0,1189.09333333333,1189.09333333333,0,0,89182,89182,0,0,1189.09333333333,1189.09333333333,0,0,89182,89182,0,0,0,0,0,0,0,0,0,0,16.9866666666667,16.9866666666667,0,0,1274,1274,0.5,0.5,0.413333333333333,0.413333333333333,"less than or equal to 3 month",TRUE
"480",58228,"CHATTANOOGA                   ","TN ",1,100,"COMMISSION","Not Specified",0,"236",58228,1,2017-06-18,0,0,1,1,0,0,546,546,0,0,546,546,0,0,546,546,0,0,546,546,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0.5,0.5,1,1,"less than or equal to a month",TRUE
"481",58229,"CHATTANOOGA                   ","TN ",1,100,"COMMISSION","Not Specified",1,"107",58229,64,2017-09-24,0,1,3,3,0,780,780,780,0,780,2340,2340,0,780,780,780,0,780,2340,2340,0,0,0,0,0,0,0,0,0,12,12,12,0,12,36,36,0.5,0,0.333333333333333,0.333333333333333,"less than or equal to 3 month",TRUE
"482",58230,"ROSELLE                       ","NJ ",1,100,"COMMISSION","1",0,"236",58230,1,2017-07-07,0,0,1,1,0,0,130,130,0,0,130,130,0,0,130,130,0,0,130,130,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"483",58245,"PICKERINGTON                  ","OH ",1,100,"COMMISSION","1",1,"107",58245,213,2017-12-30,53,92,149,149,1838.94150943396,1617.04369565217,1473.97140939597,1473.97140939597,97463.9,148768.02,219621.74,219621.74,1829.80716981132,1610.91347826087,1464.87208053691,1464.87208053691,96979.78,148204.04,218265.94,218265.94,9.13433962264151,6.13021739130435,9.0993288590604,9.0993288590604,484.12,563.98,1355.8,1355.8,17.5660377358491,14.6847826086957,14.6644295302013,14.6644295302013,931,1351,2185,2185,0.674418604651163,0.701492537313433,0.697247706422018,0.697247706422018,"more than 6 month",FALSE
"484",58248,"MIAMI                         ","FL ",1,100,"COMMISSION","1",0,"236",58248,79,2017-12-20,27,40,40,40,1179.95333333333,1064.15525,1064.15525,1064.15525,31858.74,42566.21,42566.21,42566.21,1177.59703703704,1062.56475,1062.56475,1062.56475,31795.12,42502.59,42502.59,42502.59,2.3562962962963,1.5905,1.5905,1.5905,63.62,63.62,63.62,63.62,13.8148148148148,11.7,11.7,11.7,373,468,468,468,0.458333333333333,0.458333333333333,0.458333333333333,0.458333333333333,"less than or equal to 3 month",FALSE
"485",58263,"AURORA                        ","IL ",1,100,"COMMISSION","1",1,"107",58263,214,2017-12-31,50,94,148,148,518.047,500.774468085106,496.652364864865,496.652364864865,25902.35,47072.8,73504.55,73504.55,497.582,481.701595744681,482.9,482.9,24879.1,45279.95,71469.2,71469.2,20.465,19.0728723404255,13.7523648648649,13.7523648648649,1023.25,1792.85,2035.35,2035.35,14.12,13.8723404255319,13.9797297297297,13.9797297297297,706,1304,2069,2069,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"486",58269,"COCONUT CREEK                 ","FL ",1,100,"COMMISSION","1",0,"236",58269,14,2017-06-15,0,0,3,3,0,0,943,943,0,0,2829,2829,0,0,943,943,0,0,2829,2829,0,0,0,0,0,0,0,0,0,0,16,16,0,0,48,48,0.5,0.5,0.666666666666667,0.666666666666667,"less than or equal to a month",TRUE
"487",58273,"LONDON                        ","ON ",1,0,"DAILY     ","1",0,"236",58273,214,2017-12-31,58,117,207,207,1.93103448275862,6.94017094017094,6.41545893719807,6.41545893719807,112,812,1328,1328,1.93103448275862,6.94017094017094,6.41545893719807,6.41545893719807,112,812,1328,1328,0,0,0,0,0,0,0,0,6.86206896551724,6.17948717948718,6.40096618357488,6.40096618357488,398,723,1325,1325,0.764705882352941,0.778846153846154,0.710526315789474,0.710526315789474,"more than 6 month",FALSE
"488",58283,"BRONX                         ","NY ",1,100,"COMMISSION","1",1,"107",58283,1,2017-11-20,1,1,1,1,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0.5,0.5,0.5,0.5,"less than or equal to a month",FALSE
"489",58284,"BROOKLYN                      ","NY ",1,100,"COMMISSION","Not Specified",1,"107",58284,1,2017-12-05,1,1,1,1,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,885.7,0,0,0,0,0,0,0,0,13,13,13,13,13,13,13,13,1,1,1,1,"less than or equal to a month",FALSE
"490",58292,"LOS ANGELES                   ","CA ",1,100,"COMMISSION","Not Specified",0,"236",58292,15,2017-06-17,0,0,2,2,0,0,580.5,580.5,0,0,1161,1161,0,0,580.5,580.5,0,0,1161,1161,0,0,0,0,0,0,0,0,0,0,15,15,0,0,30,30,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"491",58299,"UNION CITY                    ","NJ ",1,100,"COMMISSION","Not Specified",1,"107",58299,214,2017-12-31,56,110,193,193,919.875,846.3,874.329015544041,874.329015544041,51513,93093,168745.5,168745.5,919.875,846.3,874.329015544041,874.329015544041,51513,93093,168745.5,168745.5,0,0,0,0,0,0,0,0,18.5892857142857,17.8090909090909,17.6217616580311,17.6217616580311,1041,1959,3401,3401,0.4,0.504672897196262,0.492063492063492,0.492063492063492,"more than 6 month",FALSE
"492",58309,"ENGLEWOOD                     ","NJ ",1,100,"COMMISSION","Not Specified",1,"107",58309,8,2017-12-17,5,5,5,5,651.532,651.532,651.532,651.532,3257.66,3257.66,3257.66,3257.66,651.532,651.532,651.532,651.532,3257.66,3257.66,3257.66,3257.66,0,0,0,0,0,0,0,0,10.8,10.8,10.8,10.8,54,54,54,54,0.4,0.4,0.4,0.4,"less than or equal to a month",FALSE
"493",58315,"WOODLAND                      ","CA ",1,100,"COMMISSION","1",0,"236",58315,132,2017-12-10,4,4,7,7,945.5,945.5,659.714285714286,659.714285714286,3782,3782,4618,4618,945.5,945.5,659.714285714286,659.714285714286,3782,3782,4618,4618,0,0,0,0,0,0,0,0,13.25,13.25,9.85714285714286,9.85714285714286,53,53,69,69,0.5,0.5,1,1,"less than or equal to 6 month",FALSE
"495",58325,"BRAMPTON                      ","ON ",1,0,"DAILY     ","Not Specified",0,"236",58325,86,2017-08-25,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84615384615385,8.84615384615385,0,0,115,115,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"496",58326,"NEW YORK                      ","NY ",1,100,"COMMISSION","Not Specified",1,"107",58326,213,2017-12-31,16,16,18,18,555.61875,555.61875,539.382222222222,539.382222222222,8889.9,8889.9,9708.88,9708.88,554.04375,554.04375,537.982222222222,537.982222222222,8864.7,8864.7,9683.68,9683.68,1.575,1.575,1.4,1.4,25.2,25.2,25.2,25.2,8.5,8.5,8.44444444444444,8.44444444444444,136,136,152,152,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"497",58332,"HOUSTON                       ","TX ",1,100,"COMMISSION","Not Specified",0,"236",58332,38,2017-07-12,0,0,20,20,0,0,470.233,470.233,0,0,9404.66,9404.66,0,0,470.233,470.233,0,0,9404.66,9404.66,0,0,0,0,0,0,0,0,0,0,8.4,8.4,0,0,168,168,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"498",58357,"WARREN                        ","OH ",1,100,"COMMISSION","Not Specified",1,"107",58357,211,2017-12-30,28,31,51,51,654.280714285714,625.995161290323,572.029803921569,572.029803921569,18319.86,19405.85,29173.52,29173.52,629.931428571429,604.002258064516,554.216078431373,554.216078431373,17638.08,18724.07,28265.02,28265.02,24.3492857142857,21.9929032258065,17.8137254901961,17.8137254901961,681.78,681.78,908.5,908.5,15.1785714285714,14.4193548387097,14.3333333333333,14.3333333333333,425,447,731,731,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"499",58358,"WARREN                        ","OH ",1,100,"COMMISSION","Not Specified",1,"107",58358,205,2017-12-22,18,58,106,106,552.713888888889,617.964655172414,652.193301886792,652.193301886792,9948.85,35841.95,69132.49,69132.49,491.532777777778,582.663448275862,628.581698113207,628.581698113207,8847.59,33794.48,66629.66,66629.66,61.1811111111111,35.3012068965517,23.6116037735849,23.6116037735849,1101.26,2047.47,2502.83,2502.83,12.6111111111111,14.2931034482759,14.6509433962264,14.6509433962264,227,829,1553,1553,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"500",58359,"NEW BRITAIN                   ","CT ",1,100,"COMMISSION","1",0,"236",58359,2,2017-06-02,0,0,2,2,0,0,777,777,0,0,1554,1554,0,0,777,777,0,0,1554,1554,0,0,0,0,0,0,0,0,0,0,13,13,0,0,26,26,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
