"","Driver_Id","max_rides_to_city","Avg_dist","Total_dist"
"1",53051,"PHILADELPHIA",12.5741276595745,2954.92
"2",53114,"ST CHARLES",110.118,550.59
"3",53284,"NEWMARKET",8.48487972508591,2469.1
"4",53178,"SEATTLE",85.6053421052632,32530.03
"5",53205,"MILWAUKEE",66.017875,10562.86
"6",53273,"TOMS RIVER",12.3912643678161,4312.16
"7",53239,"GREEN BAY",67.1616279069767,2887.95
"8",53288,"BALTIMORE",64.0663793103448,7431.7
"9",53198,"CALGARY",27.0774193548387,839.4
"10",53105,"PEMBROKE PINES",6.3391061452514,1134.7
"11",53233,"GREEN BAY",48.9013924050633,7726.42
"12",53287,"MISSISSAUGA",37.0333333333333,111.1
"13",53303,"CALGARY",7.08498168498168,1934.2
"14",53439,"PORT JEFFERSON STATI",6.82431861804223,3555.47
"15",53529,"WORCESTER",9.17113695090439,3549.23
"16",53510,"ETOBICOKE",9.28106796116505,1911.9
"17",53384,"MCKINNEY",232.157224669604,105399.38
"18",53390,"SCARBOROUGH",20.3027272727273,893.32
"19",53456,"BLOOMFIELD HILLS",387.208,9680.2
"20",53514,"SCARBOROUGH",9.94399061032864,2118.07
"21",53437,"HICKSVILLE",14.3252252252252,1590.1
"22",53388,"BARRIE",8.30476190476191,174.4
"23",53496,"OSHAWA",9.68174418604651,1665.26
"24",53543,"HOUSTON",99.4708241758242,18103.69
"25",53596,"Bloomington",4,16
"26",53538,"TOMS RIVER",7.8503144654088,3744.6
"27",53541,"WORCESTER",38.1003947368421,20269.41
"28",53643,"SAN DIEGO",78.8022289156627,13081.17
"29",53626,"Indianapolis",40.9063829787234,3845.2
"30",53902,"NASHVILLE",256.998068181818,67847.49
"31",53920,"SAN DIEGO",25.5912129380054,9494.34
"32",53752,"HOUSTON",10.5067510548523,2490.1
"33",53972,"SAULT STE MARIE",10.3443949044586,1624.07
"34",53812,"Fullerton",13.3737179487179,2086.3
"35",53686,"CORAL SPRINGS",5.80461538461538,830.06
"36",53901,"MURFREESBORO",84.9282300884956,9596.89
"37",53877,"CALGARY",30.7151119402985,8231.65
"38",53912,"HOUSTON",124.92,7620.12
"39",53889,"MURFREESBORO",134.400967741935,12499.29
"40",53953,"BAKERSFIELD",21.4453172205438,7098.4
"41",53959,"BRADENTON",51.608078817734,10476.44
"42",54079,"PALM DESERT",35.4474358974359,11059.6
"43",54108,"IRVINE",38.0512267657993,10235.78
"44",54086,"LAS VEGAS",16.8363636363636,3889.2
"45",54058,"GLENDALE",10.3,144.2
"46",54028,"LOS ANGELES",16.038961038961,4940
"47",54116,"CORONA",31.5911764705882,1074.1
"48",54033,"LOS ANGELES",182.666,36533.2
"49",54071,"SAN DIEGO",43.7491071428571,9799.8
"50",54081,"PASADENA",16.7868421052632,2551.6
"51",54006,"BURLINGTON",23.7894366197183,1689.05
"52",54220,"LOS ANGELES",15.2171875,3895.6
"53",54306,"JACKSONVILLE",53.8352,25571.72
"54",54234,"NORTH ATTLEBORO",6.76015037593985,1798.2
"55",54227,"ATLANTA",69.9528395061728,11332.36
"56",54243,"Fresno",12.4161038961039,2868.12
"57",54180,"WOODBRIDGE",4.70984615384615,1836.84
"58",54184,"SAN JOSE",22.5673913043478,4671.45
"59",54187,"SALINAS",9.33809523809524,196.1
"60",54226,"Jacksonville",34.5538271604938,2798.86
"61",54255,"Sacramento",163.06857605178,50388.19
"62",54281,"LOS ANGELES",22.8433656957929,7058.6
"63",54157,"BAY SHORE",19.6214876033058,2374.2
"64",54280,"LOS ANGELES",18.5907142857143,5205.4
"65",54385,"Pittsburgh",30.8638028169014,4382.66
"66",54394,"MARIETTA",28.8,28.8
"67",54409,"ANAHEIM",19.046975088968,5352.2
"68",54461,"CORONA",10.290202020202,2037.46
"69",54386,"PITTSBURGH",25.006218487395,2975.74
"70",54382,"chattanooga",9.825,117.9
"71",54384,"HUMBLE",20.6,20.6
"72",54415,"GLENDALE",10.5692307692308,137.4
"73",54526,"TORONTO",7.16710914454277,2429.65
"74",54493,"HYDE PARK",5.76246056782334,1826.7
"75",54342,"HAMDEN",65.7117054263566,8476.81
"76",54422,"LOS ANGELES",156.71954887218,41687.4
"77",54582,"DALLAS",108.82085106383,5114.58
"78",54614,"HOUSTON",73.080131147541,22289.44
"79",54534,"pensacola",174.586046511628,7507.2
"80",54684,"SEATTLE",44.6279620853081,9416.5
"81",54636,"WASHINGTON",12.506091954023,2176.06
"82",54527,"RICHMOND HILL",7.27116438356164,2123.18
"83",54533,"DESTIN",200.452574257426,20245.71
"84",54644,"STAMFORD",80.5229498525074,27297.28
"85",54668,"SEATTLE",35.4445614035088,2020.34
"86",54528,"CORNWALL",23.2219047619048,2925.96
"87",54772,"New York",6.51609195402299,3401.4
"88",54780,"WOBURN",45.5233962264151,12063.7
"89",54858,"ATLANTA",35.7747058823529,6081.7
"90",54771,"New York",7.23378228782288,3920.71
"91",54732,"Livingston",59.1898765432099,4794.38
"92",54878,"WOBURN",71.095703125,18200.5
"93",54998,"Brookfield",40.1959459459459,8923.5
"94",55044,"LONG BEACH",33.407385620915,5111.33
"95",55055,"CORONA",209.730303030303,69211
"96",55033,"ANGLETON",15.924585492228,6146.89
"97",55060,"HOUSTON",34.9551351351351,6466.7
"98",55037,"santa ana",13.4244385026738,2510.37
"99",55051,"COVINA",44.8,806.4
"100",54898,"SASKATOON",11.9004273504273,1392.35
"101",55020,"RIVERSIDE",255.323696682464,53873.3
"102",55035,"CALABASAS",15.725,251.6
"103",55158,"RICHMOND HILL",14.725,647.9
"104",55161,"SAN FRANCISCO",141.404893617021,39876.18
"105",55184,"BROOKLYN",3.10016611295681,1866.3
"106",55088,"INDIO",0,0
"107",55142,"CAMBRIDGE",11.1416580310881,2150.34
"108",55166,"HAMILTON",15.6677333333333,1175.08
"109",55119,"DETROIT",117.781881390593,57595.34
"110",55189,"NEW BEDFORD",7.47984962406015,2984.46
"111",55257,"MADISON",66.9659550561798,23839.88
"112",55280,"Wichita",263.506407185629,44005.57
"113",55320,"MANCHESTER",58.4846691176471,31815.66
"114",55188,"CRANSTON",6.3645,2545.8
"115",55167,"MINNEAPOLIS",22.3163498098859,5869.2
"116",55192,"GRAND RAPIDS",88.6471767810026,33597.28
"117",55381,"MCKINNEY",39.4681578947368,1499.79
"118",55440,"DALLAS",83.5290163934426,10190.54
"119",55550,"TORONTO",8.51538461538462,221.4
"120",55412,"CHICAGO",96.9046666666667,23257.12
"121",55441,"DALLAS",249.547632850242,103312.72
"122",55559,"LOS ANGELES",40.3781065088757,13647.8
"123",55300,"PATCHOGUE",35.1079237288136,8285.47
