"","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_status","tenure(in_days)","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"716",1,100,1,2,2,171,0,9,58,99,0,1237.77777777778,1161.51724137931,1150.54545454545,0,11140,67368,113904,0,917.777777777778,775.793103448276,773.454545454545,0,8260,44996,76572,0,320,385.724137931034,377.090909090909,0,2880,22372,37332,0,11.6666666666667,12.0689655172414,11.959595959596,0,105,700,1184,0.5,0.5,0.5,0.5,4,0
"717",1,100,1,2,2,164,0,9,9,10,0,1027.61111111111,1027.61111111111,931.06,0,9248.5,9248.5,9310.6,0,854.275555555556,854.275555555556,775.058,0,7688.48,7688.48,7750.58,0,173.335555555556,173.335555555556,156.002,0,1560.02,1560.02,1560.02,0,12.1111111111111,12.1111111111111,11,0,109,109,110,0.5,0.833333333333333,0.833333333333333,0.833333333333333,4,0
"720",1,100,1,1,1,142,0,0,12,20,0,0,333.216666666667,297.089,0,0,3998.6,5941.78,0,0,333.216666666667,297.089,0,0,3998.6,5941.78,0,0,0,0,0,0,0,0,0,0,3,2.75,0,0,36,55,0.5,0.5,0.5,0.5,4,0
"721",1,100,1,1,1,72,18,44,44,44,753.336666666667,833.527727272727,833.527727272727,833.527727272727,13560.06,36675.22,36675.22,36675.22,743.984444444444,827.412272727273,827.412272727273,827.412272727273,13391.72,36406.14,36406.14,36406.14,9.35222222222222,6.11545454545455,6.11545454545455,6.11545454545455,168.34,269.08,269.08,269.08,3.5,3.22727272727273,3.22727272727273,3.22727272727273,63,142,142,142,0.5,0.5,0.5,0.5,1,0
"722",1,100,1,2,2,74,0,0,10,49,0,0,1057.8,1165.38775510204,0,0,10578,57104,0,0,1057.8,1165.38775510204,0,0,10578,57104,0,0,0,0,0,0,0,0,0,0,15.9,16.6734693877551,0,0,159,817,0.5,0.5,0.6,0.489795918367347,1,1
"724",1,100,1,1,1,79,0,0,17,61,0,0,1133.61411764706,1087.90393442623,0,0,19271.44,66362.14,0,0,1221.78235294118,1112.21901639344,0,0,20770.3,67845.36,0,0,-88.1682352941177,-24.3150819672131,0,0,-1498.86,-1483.22,0,0,17.4705882352941,16.0819672131148,0,0,297,981,0.5,0.5,0.4375,0.6,1,1
"725",1,100,1,1,1,214,0,55,143,200,0,592.927818181818,678.495454545455,691.81825,0,32611.03,97024.85,138363.65,0,592.927818181818,678.322587412587,691.64465,0,32611.03,97000.13,138328.93,0,0,0.172867132867133,0.1736,0,0,24.72,34.72,0,9.43636363636364,11.3986013986014,11.49,0,519,1630,2298,0.5,0.836734693877551,0.783333333333333,0.803680981595092,3,0
"726",1,100,1,2,1,232,31,90,181,223,896.451612903226,945,912.673149171271,906.8333632287,27790,85050,165193.84,202223.84,896.451612903226,945,912.673149171271,906.8333632287,27790,85050,165193.84,202223.84,0,0,0,0,0,0,0,0,15.2903225806452,17.1888888888889,16.5966850828729,16.4798206278027,474,1547,3004,3675,0.419354838709677,0.382022471910112,0.455555555555556,0.445945945945946,3,0
"727",1,100,1,1,2,195,30,87,138,144,764.133333333333,742.206896551724,709.130434782609,728.620555555556,22924,64572,97860,104921.36,757.466666666667,739.908045977012,707.68115942029,727.231666666667,22724,64372,97660,104721.36,6.66666666666667,2.29885057471264,1.44927536231884,1.38888888888889,200,200,200,200,12.1,11.9310344827586,11.2463768115942,11.4583333333333,363,1038,1552,1650,0.538461538461538,0.480519480519481,0.554621848739496,0.554621848739496,3,0
"728",1,100,1,2,1,3,0,0,0,3,0,0,0,577.5,0,0,0,1732.5,0,0,0,577.5,0,0,0,1732.5,0,0,0,0,0,0,0,0,0,0,0,12.3333333333333,0,0,0,37,0.5,0.5,0.5,0.5,2,1
"729",1,100,1,2,2,7,0,0,0,7,0,0,0,565.06,0,0,0,3955.42,0,0,0,565.06,0,0,0,3955.42,0,0,0,0,0,0,0,0,0,0,0,8.57142857142857,0,0,0,60,0.5,0.5,0.5,0.857142857142857,2,1
"730",1,100,1,2,2,171,0,14,81,124,0,1211.14285714286,1143.03703703704,1173.57258064516,0,16956,92586,145523,0,661.428571428571,600.666666666667,674.282258064516,0,9260,48654,83611,0,549.714285714286,542.37037037037,499.290322580645,0,7696,43932,61912,0,11.7857142857143,11.7037037037037,11.5887096774194,0,165,948,1437,0.5,0.5,0.5,0.5,4,0
"731",1,100,1,1,2,22,0,0,0,17,0,0,0,955.705882352941,0,0,0,16247,0,0,0,955.705882352941,0,0,0,16247,0,0,0,0,0,0,0,0,0,0,0,16.8823529411765,0,0,0,287,0.5,0.5,0.5,0.117647058823529,2,1
"732",1,100,1,1,2,71,0,0,9,68,0,0,747.555555555556,796.941176470588,0,0,6728,54192,0,0,840.888888888889,946,0,0,7568,64328,0,0,-93.3333333333333,-149.058823529412,0,0,-840,-10136,0,0,12.1111111111111,14.3382352941176,0,0,109,975,0.5,0.5,0.333333333333333,0.470588235294118,1,1
"733",1,100,1,1,1,245,28,88,168,214,646.714285714286,924.023409090909,913.352261904762,920.935420560748,18108,81314.06,153443.18,197080.18,646.714285714286,924.023409090909,913.352261904762,920.935420560748,18108,81314.06,153443.18,197080.18,0,0,0,0,0,0,0,0,15.2142857142857,17.8636363636364,17.1071428571429,17.0327102803738,426,1572,2874,3645,0.538461538461538,0.441860465116279,0.515337423312883,0.557692307692308,3,0
"734",1,100,1,1,1,237,6,45,114,162,525.166666666667,598.844888888889,762.022631578947,811.083827160494,3151,26948.02,86870.58,131395.58,525.166666666667,598.844888888889,762.022631578947,810.639382716049,3151,26948.02,86870.58,131323.58,0,0,0,0.444444444444444,0,0,0,72,7.16666666666667,9.48888888888889,11.0964912280702,11.8333333333333,43,427,1265,1917,1,0.7,0.636363636363636,0.657142857142857,3,0
"735",1,100,1,1,1,245,26,83,128,175,578.769230769231,723.469879518072,670.5,727.817142857143,15048,60048,85824,127368,578.769230769231,723.469879518072,670.5,727.817142857143,15048,60048,85824,127368,0,0,0,0,0,0,0,0,14.3461538461538,15.0963855421687,13.640625,14.1314285714286,373,1253,1746,2473,0.56,0.519480519480519,0.547008547008547,0.518518518518518,3,0
"736",1,0,2,1,1,245,20,67,144,203,0,13.9701492537313,12.7777777777778,13.0049261083744,0,936,1840,2640,0,13.9701492537313,12.7777777777778,13.0049261083744,0,936,1840,2640,0,0,0,0,0,0,0,0,2.9,3.46268656716418,4.33333333333333,4.71428571428571,58,232,624,957,0.916666666666667,0.895833333333333,0.831932773109244,0.808139534883721,3,0
"737",1,100,1,1,2,52,0,0,0,31,0,0,0,996.387096774194,0,0,0,30888,0,0,0,996.387096774194,0,0,0,30888,0,0,0,0,0,0,0,0,0,0,0,17.1935483870968,0,0,0,533,0.5,0.5,0.5,0.6,1,1
"738",1,100,1,2,1,3,2,2,2,2,486,486,486,486,972,972,972,972,486,486,486,486,972,972,972,972,0,0,0,0,0,0,0,0,3.5,3.5,3.5,3.5,7,7,7,7,0.5,0.5,0.5,0.5,2,0
"739",1,100,1,1,1,245,27,71,140,200,554.666666666667,700.760563380282,746.392857142857,810.835,14976,49754,104495,162167,554.666666666667,697.718309859155,744.85,809.755,14976,49538,104279,161951,0,3.04225352112676,1.54285714285714,1.08,0,216,216,216,12.2592592592593,12.5352112676056,13.55,14.495,331,890,1897,2899,0.45,0.555555555555556,0.577981651376147,0.547619047619048,3,0
"740",1,100,1,1,1,245,29,89,173,231,595.862068965517,841.348314606742,891.468208092485,909.506493506493,17280,74880,154224,210096,595.862068965517,841.348314606742,891.468208092485,909.506493506493,17280,74880,154224,210096,0,0,0,0,0,0,0,0,14.3448275862069,16.3820224719101,16.6300578034682,16.5974025974026,416,1458,2877,3834,0.592592592592593,0.569767441860465,0.579881656804734,0.564444444444444,3,0
"741",1,100,1,1,1,245,23,80,150,207,612,794.25,831.84,863.652173913043,14076,63540,124776,178776,612,794.25,831.84,863.652173913043,14076,63540,124776,178776,0,0,0,0,0,0,0,0,14.2173913043478,16.25,16.5733333333333,16.7487922705314,327,1300,2486,3467,0.727272727272727,0.6,0.576388888888889,0.54726368159204,3,0
"742",1,100,1,1,2,124,0,0,67,72,0,0,831.223880597015,832.679722222222,0,0,55692,59952.94,0,0,831.223880597015,832.679722222222,0,0,55692,59952.94,0,0,0,0,0,0,0,0,0,0,14.9701492537313,14.9166666666667,0,0,1003,1074,0.5,0.5,0.428571428571429,0.432835820895522,4,0
"743",1,100,1,1,2,2,0,0,0,2,0,0,0,432,0,0,0,864,0,0,0,432,0,0,0,864,0,0,0,0,0,0,0,0,0,0,0,16.5,0,0,0,33,0.5,0.5,0.5,1,2,1
"744",1,100,1,1,2,232,16,74,166,227,789.625,896.621621621622,871.939759036145,884.484581497797,12634,66350,144742,200778,789.625,896.621621621622,871.939759036145,884.484581497797,12634,66350,144742,200778,0,0,0,0,0,0,0,0,14.5,15.4054054054054,15.1566265060241,15.3876651982379,232,1140,2516,3493,0.4375,0.459459459459459,0.481927710843373,0.466960352422908,3,0
"745",1,100,1,2,1,192,0,37,89,93,0,955,888,894.365591397849,0,35335,79032,83176,0,955,888,894.365591397849,0,35335,79032,83176,0,0,0,0,0,0,0,0,0,17.4594594594595,16.3595505617978,16.3548387096774,0,646,1456,1521,0.5,0.457142857142857,0.447058823529412,0.449438202247191,3,0
"746",1,100,1,2,2,1,0,0,1,1,0,0,825,825,0,0,825,825,0,0,825,825,0,0,825,825,0,0,0,0,0,0,0,0,0,0,17,17,0,0,17,17,0.5,0.5,0.5,0.5,2,1
"747",1,100,1,1,2,230,10,53,118,138,922,936.981132075472,901.440677966102,904.782608695652,9220,49660,106370,124860,922,936.981132075472,901.440677966102,904.782608695652,9220,49660,106370,124860,0,0,0,0,0,0,0,0,28.8,34.2075471698113,37.6016949152542,38.6666666666667,288,1813,4437,5336,0.5,0.5,0.5,0.5,3,0
"748",1,100,1,2,1,1,0,0,0,1,0,0,0,74.5,0,0,0,74.5,0,0,0,74.5,0,0,0,74.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,0.5,2,1
"749",1,100,1,2,1,245,27,85,169,225,610.666666666667,793.694117647059,833.96449704142,836.715555555556,16488,67464,140940,188261,610.666666666667,793.694117647059,833.96449704142,836.715555555556,16488,67464,140940,188261,0,0,0,0,0,0,0,0,14.0740740740741,15.6235294117647,15.7988165680473,15.5866666666667,380,1328,2670,3507,0.72,0.518987341772152,0.446540880503145,0.446078431372549,3,0
"750",1,100,1,2,2,1,0,0,0,1,0,0,0,115.29,0,0,0,115.29,0,0,0,115.29,0,0,0,115.29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0.5,0.5,0.5,0.5,2,1
"751",1,100,1,2,1,95,0,3,4,4,0,676.666666666667,568.5,568.5,0,2030,2274,2274,0,676.666666666667,568.5,568.5,0,2030,2274,2274,0,0,0,0,0,0,0,0,0,15.3333333333333,12.25,12.25,0,46,49,49,0.5,0.666666666666667,0.666666666666667,0.666666666666667,4,0
"752",1,100,1,2,1,241,8,50,124,177,592,614.2,642.427419354839,673.943502824859,4736,30710,79661,119288,592,614.2,642.427419354839,673.943502824859,4736,30710,79661,119288,0,0,0,0,0,0,0,0,10.375,10.28,10.7983870967742,11.5028248587571,83,514,1339,2036,0.875,0.653061224489796,0.669421487603306,0.647398843930636,3,0
"753",1,100,1,1,1,245,24,64,148,203,408.333333333333,577.5,708.162162162162,829.551724137931,9800,36960,104808,168399,408.333333333333,577.5,708.162162162162,829.551724137931,9800,36960,104808,168399,0,0,0,0,0,0,0,0,3.33333333333333,4.453125,5.92567567567568,7.10837438423645,80,285,877,1443,0.8,0.685714285714286,0.666666666666667,0.63265306122449,3,0
"754",1,100,1,2,2,1,0,0,1,1,0,0,366,366,0,0,366,366,0,0,366,366,0,0,366,366,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0.5,0.5,0.5,0.5,2,1
"755",1,100,1,2,1,245,24,78,166,221,1222.49166666667,1413.00743589744,1376.96891566265,1392.69542986425,29339.8,110214.58,228576.84,307785.69,1221.44166666667,1410.25166666667,1371.24728915663,1388.28461538462,29314.6,109999.63,227627.05,306810.9,1.05,2.75576923076923,5.7216265060241,4.41081447963801,25.2,214.95,949.79,974.79,15.4166666666667,19.7692307692308,18.7710843373494,19.5882352941176,370,1542,3116,4329,0.823529411764706,0.649122807017544,0.608333333333333,0.628930817610063,3,0
"756",1,100,1,2,1,2,0,0,2,2,0,0,549,549,0,0,1098,1098,0,0,549,549,0,0,1098,1098,0,0,0,0,0,0,0,0,0,0,6,6,0,0,12,12,0.5,0.5,0,0,2,1
"757",1,100,1,2,2,220,5,52,117,163,463.04,548.35,565.940170940171,572.360736196319,2315.2,28514.2,66215,93294.8,463.04,548.35,565.940170940171,572.360736196319,2315.2,28514.2,66215,93294.8,0,0,0,0,0,0,0,0,9.2,10.6923076923077,11.3247863247863,11.3067484662577,46,556,1325,1843,0.5,0.5,0.5,0.5,3,0
"758",1,100,1,2,2,105,0,0,39,100,0,0,693.717948717949,743.75,0,0,27055,74375,0,0,693.717948717949,743.75,0,0,27055,74375,0,0,0,0,0,0,0,0,0,0,14.5128205128205,14.42,0,0,566,1442,0.5,0.5,0.5,0.48936170212766,4,1
"759",1,100,1,2,1,245,28,83,169,227,745,832.409638554217,833.492307692308,813.569162995595,20860,69090,140860.2,184680.2,745,832.409638554217,833.492307692308,813.569162995595,20860,69090,140860.2,184680.2,0,0,0,0,0,0,0,0,12.75,14.6144578313253,14.4792899408284,14.1233480176211,357,1213,2447,3206,0.892857142857143,0.728395061728395,0.733333333333333,0.726457399103139,3,0
"760",1,100,1,2,1,42,0,2,4,4,0,980,892.5,892.5,0,1960,3570,3570,0,980,892.5,892.5,0,1960,3570,3570,0,0,0,0,0,0,0,0,0,18.5,16.5,16.5,0,37,66,66,0.5,0,0.25,0.25,1,0
"761",1,0,3,1,2,68,0,0,51,51,0,0,512.666666666667,512.666666666667,0,0,26146,26146,0,0,512.666666666667,512.666666666667,0,0,26146,26146,0,0,0,0,0,0,0,0,0,0,6.50980392156863,6.50980392156863,0,0,332,332,0.5,0.5,0.5,0.5,1,0
"762",1,100,1,2,1,245,21,66,134,179,542.97619047619,523.068181818182,516.902985074627,520.817039106145,11402.5,34522.5,69265,93226.25,542.97619047619,509.356060606061,509.514925373134,507.597765363128,11402.5,33617.5,68275,90860,0,13.7121212121212,7.38805970149254,13.2192737430168,0,905,990,2366.25,14.6666666666667,13.9545454545455,14.6716417910448,14.7430167597765,308,921,1966,2639,0.5,0.5,0.5,0.5,3,0
"763",1,100,1,2,1,244,22,70,142,190,811.613636363636,686.678571428571,706.454225352113,688.517105263158,17855.5,48067.5,100316.5,130818.25,533.795454545455,532.164285714286,507.510563380282,503.490789473684,11743.5,37251.5,72066.5,95663.25,277.818181818182,154.514285714286,198.943661971831,185.026315789474,6112,10816,28250,35155,10.4090909090909,12.7285714285714,12.9295774647887,13.0210526315789,229,891,1836,2474,0.5,0.5,0.5,0.5,3,0
"764",1,100,1,2,1,244,20,69,142,193,530,518.949275362319,521.75176056338,520.647668393782,10600,35807.5,74088.75,100485,530,503.007246376812,506.857394366197,508.80829015544,10600,34707.5,71973.75,98200,0,15.9420289855072,14.8943661971831,11.839378238342,0,1100,2115,2285,13.8,13.5942028985507,14.1830985915493,14.300518134715,276,938,2014,2760,0.5,0.5,0.5,0.5,3,0
"765",1,100,1,2,1,245,20,69,144,190,1044.2,980.869565217391,1005.83333333333,1000.69473684211,20884,67680,144840,190132,464.8,503.246376811594,480.75,479.326315789474,9296,34724,69228,91072,579.4,477.623188405797,525.083333333333,521.368421052632,11588,32956,75612,99060,7.65,7.8695652173913,7.61111111111111,7.61578947368421,153,543,1096,1447,0.5,0.5,0.5,0.5,3,0
"766",1,100,1,2,1,225,22,72,76,79,580.284090909091,617.361111111111,627.236842105263,619.731012658228,12766.25,44450,47670,48958.75,509.147727272727,475.434027777778,466.069078947368,464.683544303797,11201.25,34231.25,35421.25,36710,71.1363636363636,141.927083333333,161.167763157895,155.04746835443,1565,10218.75,12248.75,12248.75,14.3636363636364,14.0277777777778,13.8684210526316,13.873417721519,316,1010,1054,1096,0.5,0.5,0.5,0.5,3,0
"767",1,100,1,2,1,245,20,56,110,153,565.375,580.022321428571,582.909090909091,571.421568627451,11307.5,32481.25,64120,87427.5,565.375,579.263392857143,560.068181818182,551.323529411765,11307.5,32438.75,61607.5,84352.5,0,0.758928571428571,22.8409090909091,20.0980392156863,0,42.5,2512.5,3075,14.7,15.5,15.6636363636364,15.3725490196078,294,868,1723,2352,0.5,0.5,0.5,0.5,3,0
"768",1,100,1,2,1,245,25,79,162,219,782.85,692.753164556962,656.674382716049,651.272831050228,19571.25,54727.5,106381.25,142628.75,414.75,450.063291139241,468.533950617284,475.74200913242,10368.75,35555,75902.5,104187.5,368.1,242.689873417722,188.140432098765,175.530821917808,9202.5,19172.5,30478.75,38441.25,14.08,13.7594936708861,14.0987654320988,13.9406392694064,352,1087,2284,3053,0.5,0.5,0.5,0.5,3,0
"769",1,100,1,2,1,245,18,62,123,165,1231.59222222222,1312.59935483871,1296.11715447154,1279.46157575758,22168.66,81381.16,159422.41,211111.16,153.814444444444,125.825161290323,98.7187804878049,101.097939393939,2768.66,7801.16,12142.41,16681.16,1077.77777777778,1186.77419354839,1197.39837398374,1178.36363636364,19400,73580,147280,194430,8.88888888888889,8.7741935483871,9.26016260162602,9.20606060606061,160,544,1139,1519,0.5,0.5,0.5,0.5,3,0
"770",1,100,1,1,2,71,0,0,7,51,0,0,588.214285714286,577.058823529412,0,0,4117.5,29430,0,0,467.5,525.637254901961,0,0,3272.5,26807.5,0,0,120.714285714286,51.421568627451,0,0,845,2622.5,0,0,13.2857142857143,14.7450980392157,0,0,93,752,0.5,0.5,0.5,0.5,1,1
"771",1,100,1,2,1,244,19,60,131,175,627.302631578947,646.875,639.236641221374,642.492857142857,11918.75,38812.5,83740,112436.25,453.618421052632,455.083333333333,459.026717557252,461.664285714286,8618.75,27305,60132.5,80791.25,173.684210526316,191.791666666667,180.209923664122,180.828571428571,3300,11507.5,23607.5,31645,13.0526315789474,13.1833333333333,14.1450381679389,14.1085714285714,248,791,1853,2469,0.5,0.5,0.5,0.5,3,0
"772",1,100,1,2,1,245,18,58,124,169,567.708333333333,518.85775862069,524.153225806452,543.668639053254,10218.75,30093.75,64995,91880,567.708333333333,518.85775862069,515.625,501.183431952663,10218.75,30093.75,63937.5,84700,0,0,8.52822580645161,42.4852071005917,0,0,1057.5,7180,15.3888888888889,14.0689655172414,14.2741935483871,14.3609467455621,277,816,1770,2427,0.5,0.5,0.5,0.5,3,0
"773",1,100,1,2,1,245,31,89,170,230,3174.02709677419,2434.80033707865,2468.22741176471,2411.09526086957,98394.84,216697.23,419598.66,554551.91,2992.31741935484,2333.63853932584,2342.51935294118,2252.96017391304,92761.84,207693.83,398228.29,518180.84,181.709677419355,101.161797752809,125.708058823529,158.135086956522,5633,9003.4,21370.37,36371.07,17.9354838709677,16.9887640449438,14.6882352941176,14.5130434782609,556,1512,2497,3338,0.777777777777778,0.753246753246753,0.76,0.738693467336683,3,0
"774",1,100,1,2,2,115,0,0,28,78,0,0,726,898.634615384615,0,0,20328,70093.5,0,0,726,897.544871794872,0,0,20328,70008.5,0,0,0,1.08974358974359,0,0,0,85,0,0,13.7857142857143,15.0128205128205,0,0,386,1171,0.5,0.5,0.391304347826087,0.410958904109589,4,1
"775",1,100,1,2,2,1,0,0,0,1,0,0,0,62.1,0,0,0,62.1,0,0,0,62.1,0,0,0,62.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,2,1
"776",1,100,1,2,1,1,0,1,1,1,0,872,872,872,0,872,872,872,0,872,872,872,0,872,872,872,0,0,0,0,0,0,0,0,0,10,10,10,0,10,10,10,0.5,0.5,0.5,0.5,2,0
"777",1,100,1,1,2,213,0,46,131,183,0,567.869565217391,579.572519083969,592.404371584699,0,26122,75924,108410,0,567.869565217391,579.572519083969,592.404371584699,0,26122,75924,108410,0,0,0,0,0,0,0,0,0,9.97826086956522,10.2442748091603,10.5136612021858,0,459,1342,1924,0.5,0.681818181818182,0.653225806451613,0.666666666666667,3,0
"778",1,100,1,2,2,1,0,0,0,1,0,0,0,473.75,0,0,0,473.75,0,0,0,473.75,0,0,0,473.75,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,17,0.5,0.5,0.5,0.5,2,1
"779",1,100,1,1,2,223,31,87,148,177,1169.35096774194,1415.75954022989,1342.61986486486,1314.26723163842,36249.88,123171.08,198707.74,232625.3,1169.35096774194,1415.45540229885,1342.35918918919,1314.04926553672,36249.88,123144.62,198669.16,232586.72,0,0.304137931034483,0.260675675675676,0.217966101694915,0,26.46,38.58,38.58,12.258064516129,13.0344827586207,12.4527027027027,12.0395480225989,380,1134,1843,2131,0,0.714285714285714,0.703703703703704,0.703703703703704,3,0
"780",1,100,1,1,1,245,28,81,156,208,820.437142857143,925.273580246914,988.443717948718,938.105625,22972.24,74947.16,154197.22,195125.97,785.069285714286,897.347407407407,966.71641025641,919.521298076923,21981.94,72685.14,150807.76,191260.43,35.3678571428571,27.9261728395062,21.7273076923077,18.5843269230769,990.3,2262.02,3389.46,3865.54,8.39285714285714,9.64197530864197,8.63461538461539,8.46153846153846,235,781,1347,1760,0.72,0.648648648648649,0.740458015267176,0.764705882352941,3,0
"781",1,100,1,1,2,231,3,3,31,81,459.333333333333,459.333333333333,811.948387096774,873.568765432099,1378,1378,25170.4,70759.07,459.333333333333,459.333333333333,811.589677419355,861.362962962963,1378,1378,25159.28,69770.4,0,0,0.358709677419355,12.2058024691358,0,0,11.12,988.67,1.33333333333333,1.33333333333333,9.38709677419355,11.1851851851852,4,4,291,906,0.5,0.5,0.4,0.5,3,0
"782",1,100,1,2,1,23,22,22,22,22,758.555909090909,758.555909090909,758.555909090909,758.555909090909,16688.23,16688.23,16688.23,16688.23,711.555909090909,711.555909090909,711.555909090909,711.555909090909,15654.23,15654.23,15654.23,15654.23,47,47,47,47,1034,1034,1034,1034,8.13636363636364,8.13636363636364,8.13636363636364,8.13636363636364,179,179,179,179,0.5,0.5,0.5,0.5,2,0
"783",1,100,1,2,2,75,0,0,8,56,0,0,288.75,416.625,0,0,2310,23331,0,0,288.75,416.625,0,0,2310,23331,0,0,0,0,0,0,0,0,0,0,4.5,7.16071428571429,0,0,36,401,0.5,0.5,0.833333333333333,0.804347826086957,1,1
"784",1,100,1,2,2,81,0,0,20,78,0,0,943.2,996.461538461538,0,0,18864,77724,0,0,943.2,996.461538461538,0,0,18864,77724,0,0,0,0,0,0,0,0,0,0,16.7,17.5128205128205,0,0,334,1366,0.5,0.5,0.789473684210526,0.675324675324675,1,1
"785",1,100,1,2,1,245,30,89,180,241,728,779.23595505618,781.177777777778,786.917012448133,21840,69352,140612,189647,728,779.23595505618,781.177777777778,786.917012448133,21840,69352,140612,189647,0,0,0,0,0,0,0,0,13.2,14.3820224719101,14.2222222222222,14.3983402489627,396,1280,2560,3470,0.535714285714286,0.529411764705882,0.541666666666667,0.565789473684211,3,0
"786",1,100,1,1,1,68,0,0,3,4,0,0,948.426666666667,1035.065,0,0,2845.28,4140.26,0,0,948.426666666667,1035.065,0,0,2845.28,4140.26,0,0,0,0,0,0,0,0,0,0,12.3333333333333,13.25,0,0,37,53,0.5,0.5,0.5,0.5,1,1
"787",1,100,1,2,2,89,0,0,14,60,0,0,868.735714285714,817.266166666667,0,0,12162.3,49035.97,0,0,874.507142857143,793.305166666667,0,0,12243.1,47598.31,0,0,-5.77142857142857,23.961,0,0,-80.8,1437.66,0,0,13.7142857142857,11.8166666666667,0,0,192,709,0.5,0.5,0.769230769230769,0.771929824561403,1,1
"788",1,100,1,2,2,245,28,87,170,223,1140.395,1334.48149425287,1089.74970588235,992.255156950673,31931.06,116099.89,185257.45,221272.9,1135.895,1318.41505747126,1071.83358823529,978.389237668161,31805.06,114702.11,182211.71,218180.8,4.5,16.0664367816092,17.9161176470588,13.8659192825112,126,1397.78,3045.74,3092.1,11.8928571428571,12.8965517241379,11.2,10.5470852017937,333,1122,1904,2352,0.807692307692308,0.85,0.835526315789474,0.842639593908629,3,0
"789",1,100,1,2,2,129,0,0,65,122,0,0,996.956923076923,924.361557377049,0,0,64802.2,112772.11,0,0,979.825538461538,912.98893442623,0,0,63688.66,111384.65,0,0,17.1313846153846,11.3726229508197,0,0,1113.54,1387.46,0,0,10.2615384615385,10.4508196721311,0,0,667,1275,0.5,0.5,0.737704918032787,0.747747747747748,4,0
"790",1,100,1,2,2,78,0,0,17,75,0,0,636.496470588235,759.1956,0,0,10820.44,56939.67,0,0,619.342352941177,742.886533333333,0,0,10528.82,55716.49,0,0,17.1541176470588,16.3090666666667,0,0,291.62,1223.18,0,0,8.29411764705882,9.62666666666667,0,0,141,722,0.5,0.5,0.785714285714286,0.745762711864407,1,1
"791",1,100,1,2,2,88,0,1,11,11,0,1149.12,1065.65090909091,1065.65090909091,0,1149.12,11722.16,11722.16,0,1149.12,1065.65090909091,1065.65090909091,0,1149.12,11722.16,11722.16,0,0,0,0,0,0,0,0,0,17,18.1818181818182,18.1818181818182,0,17,200,200,0.5,0.5,0.5,0.5,1,0
"792",1,100,1,2,2,245,22,68,131,175,822.800909090909,887.925882352941,856.466259541985,859.120342857143,18101.62,60378.96,112197.08,150346.06,822.800909090909,887.925882352941,856.466259541985,859.120342857143,18101.62,60378.96,112197.08,150346.06,0,0,0,0,0,0,0,0,13.2272727272727,14.3823529411765,13.7175572519084,13.6057142857143,291,978,1797,2381,0.5,0.5,0.5,0.5,3,0
"793",1,100,1,1,2,245,24,72,150,204,665.766666666667,984.905277777778,1060.31813333333,1063.16524509804,15978.4,70913.18,159047.72,216885.71,646.834166666667,957.966666666667,1047.3676,1053.57593137255,15524.02,68973.6,157105.14,214929.49,18.9325,26.9386111111111,12.9505333333333,9.5893137254902,454.38,1939.58,1942.58,1956.22,4.29166666666667,8.625,10.24,10.7794117647059,103,621,1536,2199,0.5,0.647058823529412,0.571428571428571,0.51219512195122,3,0
"794",1,100,1,1,2,1,0,0,0,1,0,0,0,200.78,0,0,0,200.78,0,0,0,200.78,0,0,0,200.78,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.5,0.5,0.5,0,2,1
"795",1,100,1,1,2,121,0,0,43,90,0,0,967.393953488372,971.090777777778,0,0,41597.94,87398.17,0,0,961.445581395349,967.515444444444,0,0,41342.16,87076.39,0,0,5.94837209302326,3.57533333333333,0,0,255.78,321.78,0,0,9.11627906976744,9.54444444444444,0,0,392,859,0.5,0.5,0.6,0.666666666666667,4,1
