"","X1","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"11",11,53225,"ODESSA","TX",1,0,"WEEKLY","1",1,107,53225,11,2017-09-28,0,0,0,11,0,0,0,720,0,0,0,7920,0,0,0,720,0,0,0,7920,0,0,0,0,0,0,0,0,0,0,0,8.36363636363636,0,0,0,92,0.5,0.5,0.5,0.888888888888889,"less than or equal to a month",TRUE
"12",12,53233,"KAUKAUNA","WI",1,100,"COMMISSION","1",1,107,53233,214,2017-12-31,0,0,0,155,0,0,0,758.876451612903,0,0,0,117625.85,0,0,0,758.618387096774,0,0,0,117585.85,0,0,0,0.258064516129032,0,0,0,40,0,0,0,6.83870967741935,0,0,0,1060,0.5,0.5,0.5,0.846938775510204,"more than 6 month",FALSE
"13",13,53239,"KAUKAUNA","WI",1,100,"COMMISSION","1",1,107,53239,202,2017-12-20,0,0,0,85,0,0,0,739.611294117647,0,0,0,62866.96,0,0,0,737.491294117647,0,0,0,62686.76,0,0,0,2.12,0,0,0,180.2,0,0,0,6.37647058823529,0,0,0,542,0.5,0.5,0.5,0.956521739130435,"more than 6 month",FALSE
"14",14,53263,"CALGARY","AB",1,0,"DAILY","1",1,107,53263,14,2017-09-21,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,12,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"15",15,53273,"FORKED RIVER","NJ",1,100,"COMMISSION","1",1,107,53273,192,2017-12-30,0,0,0,36,0,0,0,889.777777777778,0,0,0,32032,0,0,0,889.777777777778,0,0,0,32032,0,0,0,0,0,0,0,0,0,0,0,15.9722222222222,0,0,0,575,0.5,0.5,0.5,0.485714285714286,"more than 6 month",FALSE
"16",16,53284,"AURORA","ON",1,0,"DAILY","1",1,107,53284,213,2017-12-31,0,0,0,183,0,0,0,1.15846994535519,0,0,0,212,0,0,0,1.15846994535519,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,9.14207650273224,0,0,0,1673,0.5,0.5,0.5,0.704918032786885,"more than 6 month",FALSE
"17",17,53287,"MISSISSAUGA,ON,L5W0C4","ON",1,0,"DAILY","1",1,107,53287,210,2017-12-30,0,0,0,9,0,0,0,120.444444444444,0,0,0,1084,0,0,0,120.444444444444,0,0,0,1084,0,0,0,0,0,0,0,0,0,0,0,2.11111111111111,0,0,0,19,0.5,0.5,0.5,1,"more than 6 month",FALSE
"18",18,53288,"GWYNN OAK","MD",1,100,"COMMISSION","Not Specified",1,107,53288,212,2017-12-29,0,0,0,92,0,0,0,864.978152173913,0,0,0,79577.99,0,0,0,854.430760869565,0,0,0,78607.63,0,0,0,10.5473913043478,0,0,0,970.36,0,0,0,10.0652173913043,0,0,0,926,0.5,0.5,0.5,0.626666666666667,"more than 6 month",FALSE
"19",19,53299,"GWYNN OAK","MD",1,100,"COMMISSION","Not Specified",0,236,53299,36,2017-08-10,0,0,0,20,0,0,0,999.397,0,0,0,19987.94,0,0,0,996.276,0,0,0,19925.52,0,0,0,3.121,0,0,0,62.42,0,0,0,11.85,0,0,0,237,0.5,0.5,0.5,0.722222222222222,"less than or equal to 3 month",TRUE
"20",20,53303,"LETHBRIDGE,AB,T1K2S4","AB",1,0,"DAILY","1",1,107,53303,214,2017-12-31,0,0,0,202,0,0,0,7.46534653465347,0,0,0,1508,0,0,0,7.46534653465347,0,0,0,1508,0,0,0,0,0,0,0,0,0,0,0,6.28712871287129,0,0,0,1270,0.5,0.5,0.5,0.760416666666667,"more than 6 month",FALSE
"21",21,53344,"SAN FERNANDO","CA",1,100,"COMMISSION","Not Specified",1,107,53344,67,2017-08-06,0,0,0,39,0,0,0,868.615384615385,0,0,0,33876,0,0,0,868.615384615385,0,0,0,33876,0,0,0,0,0,0,0,0,0,0,0,15.8205128205128,0,0,0,617,0.5,0.5,0.5,0.58974358974359,"less than or equal to 3 month",TRUE
"22",22,53384,"DUNCANVILLE","TX",1,100,"COMMISSION","1",1,107,53384,213,2017-12-30,0,0,0,184,0,0,0,973.729239130435,0,0,0,179166.18,0,0,0,963.987717391304,0,0,0,177373.74,0,0,0,9.74152173913044,0,0,0,1792.44,0,0,0,15.8369565217391,0,0,0,2914,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"23",23,53388,"AURORA","ON",1,0,"DAILY","Not Specified",1,107,53388,213,2017-12-31,0,0,0,98,0,0,0,0.244897959183673,0,0,0,24,0,0,0,0.244897959183673,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,8.18367346938776,0,0,0,802,0.5,0.5,0.5,0.709677419354839,"more than 6 month",FALSE
"24",24,53390,"BRAMPTON","ON",1,0,"DAILY","1",1,107,53390,213,2017-12-30,0,0,0,169,0,0,0,15.6449704142012,0,0,0,2644,0,0,0,15.6449704142012,0,0,0,2644,0,0,0,0,0,0,0,0,0,0,0,3.9585798816568,0,0,0,669,0.5,0.5,0.5,0.822033898305085,"more than 6 month",FALSE
"25",25,53413,"RIVERSIDE","CA",1,100,"COMMISSION","Not Specified",0,236,53413,76,2017-08-15,0,0,0,52,0,0,0,858.461538461538,0,0,0,44640,0,0,0,858.461538461538,0,0,0,44640,0,0,0,0,0,0,0,0,0,0,0,15.6538461538462,0,0,0,814,0.5,0.5,0.5,0.490196078431373,"less than or equal to 3 month",TRUE
