"","Driver_Id","max_rides_to_city","Avg_dist","Total_dist"
"1",53051,"PHILADELPHIA",10.3089855072464,2133.96
"2",53273,"TOMS RIVER",10.0845928338762,3095.97
"3",53239,"APPLETON",50.68,456.12
"4",53288,"BALTIMORE",60.4144262295082,3685.28
"5",53105,"MIAMI",6.22638461538462,1618.86
"6",53198,"CALGARY",18.0003333333333,540.01
"7",53303,"CALGARY",4.94423791821561,1330
"8",53233,"GREEN BAY",43.4705194805195,6694.46
"9",53284,"NEWMARKET",3.92973333333333,1178.92
"10",53439,"SMITHTOWN",12.0590887850467,5161.29
"11",53384,"DALLAS",46.0585858585859,18239.2
"12",53510,"ETOBICOKE",7.03219512195122,1441.6
"13",53390,"SCARBOROUGH",12.5278846153846,651.45
"14",53437,"Hicksville",15.6777397260274,2288.95
"15",53514,"SCARBOROUGH",5.77363636363636,1333.71
"16",53455,"CENTER MORICHES",14.5258064516129,1350.9
"17",53388,"BARRIE",4.46275862068966,129.42
"18",53496,"OSHAWA",7.73230392156863,1577.39
"19",53529,"WESTBOROUGH",9.42539748953975,2252.67
"20",53596,"Bloomington",4.4,22
"21",53626,"INDIANAPOLIS",23.4929906542056,2513.75
"22",53538,"TOMS RIVER",7.33656818181818,3228.09
"23",53541,"WORCESTER",32.1429446640316,16264.33
"24",53643,"SAN DIEGO",96.7179268292683,15861.74
"25",53543,"HOUSTON",15.7899516908213,3268.52
"26",53902,"NASHVILLE",281.712139737991,64512.08
"27",53782,"ASTORIA",25.164,251.64
"28",53752,"HOUSTON",13.7216470588235,2332.68
"29",53812,"BALDWIN PARK",7.72074285714286,1351.13
"30",53972,"SAULT STE MARIE",9.19798611111111,1324.51
"31",53901,"NASHVILLE",74.4841935483871,6927.03
"32",53686,"ALBURG",16.11,161.1
"33",53877,"CALGARY",6.07558704453441,1500.67
"34",53912,"DALLAS",25.7285714285714,1440.8
"35",53920,"SAN DIEGO",21.3687155963303,4658.38
"36",53889,"NASHVILLE",77.0019444444444,5544.14
"37",53953,"LOS ANGELES",55.3745454545455,12182.4
"38",54108,"ANAHEIM",32.8770114942529,8580.9
"39",54086,"LAS VEGAS",86.7790909090909,19091.4
"40",54028,"TORRANCE",76.3325,15266.5
"41",54020,"FRANKLIN",118.785113636364,10453.09
"42",54033,"LOS ANGELES",13.0026086956522,2990.6
"43",53959,"GIBSONTON",383.2025,56713.97
"44",54071,"SAN DIEGO",48.3388235294118,8217.6
"45",54079,"PALM DESERT",73.209865470852,16325.8
"46",54081,"BURBANK",11.5519230769231,1201.4
"47",54220,"LOS ANGELES",18.2135135135135,2695.6
"48",54234,"NEW BEDFORD",6.1292,766.15
"49",54180,"WOODBRIDGE",10.8860498960499,5236.19
"50",54227,"ALPHARETTA",53.6889583333333,2577.07
"51",54243,"Modesto",8.84090277777778,1273.09
"52",54184,"HOLLISTER",0,0
"53",54255,"Sacramento",183.631772727273,40398.99
"54",54280,"LOS ANGELES",18.6926829268293,4598.4
"55",54281,"SANTA ANA",18.8910798122066,4023.8
"56",54157,"COMMACK",14.0044036697248,1526.48
"57",54386,"pittsburgh",27.7005235602094,5290.8
"58",54461,"CORONA",10.2224539877301,1666.26
"59",54526,"TORONTO",4.88307106598985,1923.93
"60",54342,"WEST HAVEN",10.7989534883721,1857.42
"61",54493,"QUINCY",8.20172413793103,1427.1
"62",54306,"DAYTONA BEACH",62.5687384615385,20334.84
"63",54409,"LOS ANGELES",17.534126984127,4418.6
"64",54422,"IRVINE",15.2922374429224,3349
"65",54385,"Pittsburgh",18.6563636363636,2667.86
"66",54582,"DALLAS",129.237981220657,27527.69
"67",54614,"HOUSTON",54.8826315789474,10427.7
"68",54534,"Pensacola",17.2582456140351,983.72
"69",54636,"WASHINGTON",11.6611450381679,1527.61
"70",54684,"AUBURN",43.9578431372549,4483.7
"71",54527,"MAPLE",5.4986690647482,1528.63
"72",54644,"DANBURY",67.6055656108597,14940.83
"73",54668,"SEATTLE",36.4034841628959,8045.17
"74",54528,"CORNWALL",16.3518095238095,1716.94
"75",54780,"WOBURN",40.715256916996,10300.96
"76",54896,"Issaquah",3.94,3.94
"77",54858,"CUMMING",55.8591304347826,1284.76
"78",54771,"STATEN ISLAND",6.11002325581395,2627.31
"79",54772,"New York",6.521103117506,2719.3
"80",54732,"Brooklyn",35.7429213483146,3181.12
"81",54878,"AGAWAM",192.048443396226,40714.27
"82",54898,"SASKATOON",7.29922535211268,1036.49
"83",54998,"Danbury",65.9739896373057,12732.98
"84",55055,"CORONA",27.184,10194
"85",55060,"RICHMOND",32.3927485380117,5539.16
"86",55033,"HOUSTON",16.5623529411765,844.68
"87",55037,"LOS ANGELES",14.4124277456647,2493.35
"88",55059,"PALM DESERT",17.0733333333333,256.1
"89",55020,"RIVERSIDE",25.6148936170213,8427.3
"90",55035,"SAN DIEGO",45.6166666666667,547.4
"91",55044,"TORRANCE",32.1956578947368,2446.87
"92",55158,"MAPLE",14.5519444444444,523.87
"93",55161,"SAN FRANCISCO",25.9503896103896,7992.72
"94",55166,"HAMILTON",12.1415315315315,1347.71
"95",55184,"BROOKLYN",6.02122641509434,2553
"96",55142,"CAMBRIDGE",11.571270718232,2094.4
"97",55068,"HOUSTON",9.21454081632653,1806.05
"98",55082,"LONG BEACH",1.96117647058824,33.34
"99",55119,"DETROIT",42.0939473684211,19194.84
"100",55167,"MINNEAPOLIS",26.4433090024331,10868.2
"101",55189,"NEW BEDFORD",7.83483790523691,3141.77
"102",55194,"GRAND RAPIDS",161.565252525253,15994.96
"103",55280,"Wichita",435.477916666667,73160.29
"104",55320,"POUGHKEEPSIE",74.765,29906
"105",55188,"PROVIDENCE",7.21684971098266,2497.03
"106",55192,"GRAND RAPIDS",97.2760262008734,22276.21
"107",55257,"MADISON",40.0477027027027,11854.12
"108",55440,"GRAND PRAIRIE",707.5,11320
"109",55412,"CHICAGO",84.4583076923077,21959.16
"110",55418,"WINSTON SALEM",54.1461538461539,703.9
"111",55441,"PLANO",251.60875,16102.96
"112",55443,"FREDERICK",13.0949212598425,3326.11
"113",55559,"LOS ANGELES",17.3346153846154,3605.6
"114",55300,"BAY SHORE",43.6387943262411,6153.07
"115",55413,"SAN FRANCISCO",16.198,809.9
