"","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","Driver_Id","tenure(in_days)","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month","average_total_payment_3_month","average_total_payment_6_month","average_total_payment_1_year","sum_total_payment_1_month","sum_total_payment_3_month","sum_total_payment_6_month","sum_total_payment_1_year","average_standard_payment_1_month","average_standard_payment_3_month","average_standard_payment_6_month","average_standard_payment_1_year","sum_standard_payment_1_month","sum_standard_payment_3_month","sum_standard_payment_6_month","sum_standard_payment_1_year","average_non_standard_payment_1_month","average_non_standard_payment_3_month","average_non_standard_payment_6_month","average_non_standard_payment_1_year","sum_non_standard_payment_1_month","sum_non_standard_payment_3_month","sum_non_standard_payment_6_month","sum_non_standard_payment_1_year","average_jobs_1_month","average_jobs_3_month","average_jobs_6_month","average_jobs_1_year","total_jobs_1_month","total_jobs_3_month","total_jobs_6_month","total_jobs_1_year","average_satisfaction_1_month","average_satisfaction_3_month","average_satisfaction_6_month","average_satisfaction_1_year","Tenure(in_categories)","churn_status"
"11",53225,"ODESSA                        ","TX ",1,0,"WEEKLY    ","0",1,"107",53225,11,2017-09-28,0,0,11,11,0,0,720,720,0,0,7920,7920,0,0,720,720,0,0,7920,7920,0,0,0,0,0,0,0,0,0,0,8.36363636363636,8.36363636363636,0,0,92,92,0.5,0.5,0.888888888888889,0.888888888888889,"less than or equal to a month",TRUE
"12",53233,"KAUKAUNA                      ","WI ",1,100,"COMMISSION","0",1,"107",53233,245,2018-01-31,26,75,148,181,737.026153846154,780.4756,782.952837837838,755.73773480663,19162.68,58535.67,115877.02,136788.53,737.026153846154,779.942266666667,782.682567567568,755.516740331492,19162.68,58495.67,115837.02,136748.53,0,0.533333333333333,0.27027027027027,0.220994475138122,0,40,40,40,6.23076923076923,6.34666666666667,6.88513513513514,6.75138121546961,162,476,1019,1222,0.894736842105263,0.883720930232558,0.827956989247312,0.854700854700855,"more than 6 month",FALSE
"13",53239,"KAUKAUNA                      ","WI ",1,100,"COMMISSION","0",1,"107",53239,235,2018-01-22,2,12,44,87,648.73,878.17,696.328863636364,737.522068965517,1297.46,10538.04,30638.47,64164.42,648.73,878.17,695.510681818182,735.450804597701,1297.46,10538.04,30602.47,63984.22,0,0,0.818181818181818,2.07126436781609,0,0,36,180.2,4.5,6.58333333333333,5.72727272727273,6.33333333333333,9,79,252,551,0.5,1,1,0.956521739130435,"more than 6 month",FALSE
"14",53263,"CALGARY                       ","AB ",1,0,"DAILY     ","0",1,"107",53263,14,2017-09-21,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,2.4,0,0,12,12,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"15",53273,"FORKED RIVER                  ","NJ ",1,100,"COMMISSION","0",1,"107",53273,224,2018-01-31,28,54,54,64,667.142857142857,732.351851851852,732.351851851852,792.375,18680,39547,39547,50712,667.142857142857,732.351851851852,732.351851851852,792.375,18680,39547,39547,50712,0,0,0,0,0,0,0,0,11.3928571428571,12.9074074074074,12.9074074074074,13.96875,319,697,697,894,0.678571428571429,0.622641509433962,0.622641509433962,0.571428571428571,"more than 6 month",FALSE
"16",53284,"AURORA                        ","ON ",1,0,"DAILY     ","0",1,"107",53284,244,2018-01-31,29,83,161,212,0,1.92771084337349,1.3167701863354,1,0,160,212,212,0,1.92771084337349,1.3167701863354,1,0,160,212,212,0,0,0,0,0,0,0,0,10.3448275862069,10.0843373493976,9.41614906832298,9.30660377358491,300,837,1516,1973,0.689655172413793,0.746987951807229,0.708074534161491,0.702830188679245,"more than 6 month",FALSE
"17",53287,"MISSISSAUGA,ON,L5W0C4         ","ON ",1,0,"DAILY     ","0",1,"107",53287,210,2017-12-30,0,4,6,9,0,271,180.666666666667,120.444444444444,0,1084,1084,1084,0,271,180.666666666667,120.444444444444,0,1084,1084,1084,0,0,0,0,0,0,0,0,0,1,1.66666666666667,2.11111111111111,0,4,10,19,0.5,1,1,1,"more than 6 month",FALSE
"18",53288,"GWYNN OAK                     ","MD ",1,100,"COMMISSION","NULL",1,"107",53288,236,2018-01-22,5,26,49,97,1129.004,944.624615384615,797.191428571429,878.587731958763,5645.02,24560.24,39062.38,85223.01,994.444,893.748461538462,764.064081632653,861.64793814433,4972.22,23237.46,37439.14,83579.85,134.56,50.8761538461538,33.1273469387755,16.939793814433,672.8,1322.78,1623.24,1643.16,13.6,10.6538461538462,9.20408163265306,10.2474226804124,68,277,451,994,1,0.782608695652174,0.828571428571429,0.65,"more than 6 month",FALSE
"19",53299,"GWYNN OAK                     ","MD ",1,100,"COMMISSION","NULL",0,"236",53299,36,2017-08-10,0,0,9,20,0,0,1059.51555555556,999.397,0,0,9535.64,19987.94,0,0,1052.58,996.276,0,0,9473.22,19925.52,0,0,6.93555555555556,3.121,0,0,62.42,62.42,0,0,12.6666666666667,11.85,0,0,114,237,0.5,0.5,0.875,0.722222222222222,"less than or equal to 3 month",TRUE
"20",53303,"LETHBRIDGE,AB,T1K2S4          ","AB ",1,0,"DAILY     ","0",1,"107",53303,245,2018-01-31,29,84,172,231,0,1.95238095238095,7.88372093023256,6.52813852813853,0,164,1356,1508,0,1.95238095238095,7.88372093023256,6.52813852813853,0,164,1356,1508,0,0,0,0,0,0,0,0,9.37931034482759,8.47619047619048,7.01744186046512,6.67532467532468,272,712,1207,1542,0.689655172413793,0.634146341463415,0.765060240963855,0.751131221719457,"more than 6 month",FALSE
"21",53344,"SAN FERNANDO                  ","CA ",1,100,"COMMISSION","NULL",1,"107",53344,67,2017-08-06,0,0,6,39,0,0,672,868.615384615385,0,0,4032,33876,0,0,672,868.615384615385,0,0,4032,33876,0,0,0,0,0,0,0,0,0,0,11.5,15.8205128205128,0,0,69,617,0.5,0.5,0.333333333333333,0.58974358974359,"less than or equal to 3 month",TRUE
"22",53384,"DUNCANVILLE                   ","TX ",1,100,"COMMISSION","0",1,"107",53384,245,2018-01-31,26,79,157,210,953.269230769231,1044.92151898734,978.189299363057,971.196095238095,24785,82548.8,153575.72,203951.18,953.269230769231,1026.02987341772,966.772484076433,962.660666666667,24785,81056.36,151783.28,202158.74,0,18.8916455696203,11.4168152866242,8.53542857142857,0,1492.44,1792.44,1792.44,15.4615384615385,16.5696202531646,15.8216560509554,15.7904761904762,402,1309,2484,3316,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"23",53388,"AURORA                        ","ON ",1,0,"DAILY     ","NULL",1,"107",53388,241,2018-01-28,4,8,67,102,0,0,0.358208955223881,0.235294117647059,0,0,24,24,0,0,0.358208955223881,0.235294117647059,0,0,24,24,0,0,0,0,0,0,0,0,7.25,6.625,8.01492537313433,8.14705882352941,29,53,537,831,0.25,0.4,0.645161290322581,0.690721649484536,"more than 6 month",FALSE
"24",53390,"BRAMPTON                      ","ON ",1,0,"DAILY     ","0",1,"107",53390,245,2018-01-31,24,66,140,193,30.8333333333333,18.6666666666667,16.6857142857143,17.5336787564767,740,1232,2336,3384,30.8333333333333,18.6666666666667,16.6857142857143,17.5336787564767,740,1232,2336,3384,0,0,0,0,0,0,0,0,2.20833333333333,2.5,3.25714285714286,3.74093264248705,53,165,456,722,0.75,0.806451612903226,0.840909090909091,0.815384615384615,"more than 6 month",FALSE
"25",53413,"RIVERSIDE                     ","CA ",1,100,"COMMISSION","NULL",0,"236",53413,76,2017-08-15,0,0,11,52,0,0,536.727272727273,858.461538461538,0,0,5904,44640,0,0,536.727272727273,858.461538461538,0,0,5904,44640,0,0,0,0,0,0,0,0,0,0,8.54545454545454,15.6538461538462,0,0,94,814,0.5,0.5,0.636363636363636,0.490196078431373,"less than or equal to 3 month",TRUE
