"","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","tenure.in_days.","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month.","average_total_payment_3_month.","average_total_payment_6_month.","average_total_payment_1_year.","sum_total_payment_1_month.","sum_total_payment_3_month.","sum_total_payment_6_month.","sum_total_payment_1_year.","average_standard_payment_1_month.","average_standard_payment_3_month.","average_standard_payment_6_month.","average_standard_payment_1_year.","sum_standard_payment_1_month.","sum_standard_payment_3_month.","sum_standard_payment_6_month.","sum_standard_payment_1_year.","average_non_standard_payment_1_month.","average_non_standard_payment_3_month.","average_non_standard_payment_6_month.","average_non_standard_payment_1_year.","sum_non_standard_payment_1_month.","sum_non_standard_payment_3_month.","sum_non_standard_payment_6_month.","sum_non_standard_payment_1_year.","average_jobs_1_month.","average_jobs_3_month.","average_jobs_6_month.","average_jobs_1_year.","total_jobs_1_month.","total_jobs_3_month.","total_jobs_6_month.","total_jobs_1_year.","average_satisfaction_1_month.","average_satisfaction_3_month.","average_satisfaction_6_month.","average_satisfaction_1_year.","Tenure.in_categories.","churn_status"
"213",62820,"CLERMONT","FL",1,100,"COMMISSION","0",1,"107",234,2018-01-20,0,0,14,137,0,0,1678.96428571429,1893.22846715328,0,0,23505.5,259372.3,0,0,1649.42857142857,1681.65255474453,0,0,23092,230386.4,0,0,29.5357142857143,211.575912408759,0,0,413.5,28985.9,0,0,4.64285714285714,4.59124087591241,0,0,65,629,0.5,0.5,0.5,0.5,"more than 6 month",TRUE
"214",62831,"NEW BRAUNFELS","TX",1,100,"COMMISSION","0",1,"107",271,2018-02-26,0,0,29,156,0,0,814.303448275862,1146.01794871795,0,0,23614.8,178778.8,0,0,814.303448275862,1136.01794871795,0,0,23614.8,177218.8,0,0,0,10,0,0,0,1560,0,0,2.37931034482759,2.66666666666667,0,0,69,416,0.5,0.5,0.5,0.5,"more than 6 month",TRUE
"215",62840,"ELLENWOOD","GA",1,100,"COMMISSION","Not Specified",1,"107",202,2017-12-27,0,0,0,133,0,0,0,953.646616541353,0,0,0,126835,0,0,0,953.646616541353,0,0,0,126835,0,0,0,0,0,0,0,0,0,0,0,36.5789473684211,0,0,0,4865,0.5,0.5,0.5,0.5,"more than 6 month",TRUE
"216",62864,"WHITTIER","CA",1,100,"COMMISSION","Not Specified",1,"107",62,2017-11-20,0,0,0,5,0,0,0,916.4,0,0,0,4582,0,0,0,916.4,0,0,0,4582,0,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,73,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"217",62922,"CLEVELAND","OH",1,100,"COMMISSION","0",1,"107",140,2017-10-18,0,0,0,49,0,0,0,888.558775510204,0,0,0,43539.38,0,0,0,886.517959183673,0,0,0,43439.38,0,0,0,2.04081632653061,0,0,0,100,0,0,0,8.53061224489796,0,0,0,418,0.5,0.5,0.5,0.708333333333333,"less than or equal to 6 month",TRUE
"218",62926,"ALPHARETTA","GA",1,100,"COMMISSION","0",1,"107",60,2018-01-20,0,0,17,46,0,0,692.823529411765,632.478260869565,0,0,11778,29094,0,0,692.823529411765,632.478260869565,0,0,11778,29094,0,0,0,0,0,0,0,0,0,0,11.4705882352941,10.8260869565217,0,0,195,498,0.5,0.5,0.375,0.476190476190476,"less than or equal to 3 month",TRUE
"219",62937,"LONDON","ON",1,0,"DAILY","0",0,"236",345,2018-05-11,11,68,93,217,0,6.47058823529412,4.73118279569892,2.82027649769585,0,440,440,612,0,6.47058823529412,4.73118279569892,2.82027649769585,0,440,440,612,0,0,0,0,0,0,0,0,10.1818181818182,8.76470588235294,8.62365591397849,8.96313364055299,112,596,802,1945,0.7,0.787878787878788,0.793103448275862,0.628571428571429,"more than 6 month",FALSE
"220",62938,"LONDON","ON",1,0,"DAILY","0",0,"236",324,2018-04-20,0,25,67,230,0,39.68,66.2089552238806,36.295652173913,0,992,4436,8348,0,39.68,66.2089552238806,36.295652173913,0,992,4436,8348,0,0,0,0,0,0,0,0,0,3.36,2.83582089552239,3.98260869565217,0,84,190,916,0.5,0.666666666666667,0.758620689655172,0.798657718120805,"more than 6 month",FALSE
"221",62951,"MONMOUTH JUNCTION","NJ",1,100,"COMMISSION","0",0,"236",291,2018-03-18,0,12,65,245,0,1129.33333333333,1027.06153846154,1154.05714285714,0,13552,66759,282744,0,1129.33333333333,1027.06153846154,1154.05714285714,0,13552,66759,282744,0,0,0,0,0,0,0,0,0,18.6666666666667,16.7076923076923,18.9224489795918,0,224,1086,4636,0.5,0.454545454545455,0.492063492063492,0.400826446280992,"more than 6 month",FALSE
"222",62997,"PRIOR LAKE","MN",1,100,"COMMISSION","0",0,"236",317,2018-05-08,6,44,72,190,1229.16666666667,1798.01136363636,1884.05555555556,1799.66052631579,7375,79112.5,135652,341935.5,1229.16666666667,1798.01136363636,1873.5,1733.76578947368,7375,79112.5,134892,329415.5,0,0,10.5555555555556,65.8947368421053,0,0,760,12520,3,3.40909090909091,3.29166666666667,4.05263157894737,18,150,237,770,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"223",62999,"PEMBROKE PINES","FL",1,100,"COMMISSION","0",0,"236",350,2018-05-16,11,60,104,268,1089.41818181818,1063.22666666667,1086.35115384615,1086.88029850746,11983.6,63793.6,112980.52,291283.92,1089.41818181818,1063.22666666667,1085.19730769231,1078.01462686567,11983.6,63793.6,112860.52,288907.92,0,0,1.15384615384615,8.86567164179104,0,0,120,2376,3.45454545454545,3.11666666666667,3.29807692307692,3.18283582089552,38,187,343,853,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"224",63001,"HIALEAH GARDENS","FL",1,100,"COMMISSION","0",0,"236",350,2018-05-16,13,60,101,265,1211.01538461538,1212.12666666667,1344.69702970297,1403.24437735849,15743.2,72727.6,135814.4,371859.76,1211.01538461538,1201.62666666667,1323.70693069307,1369.16890566038,15743.2,72097.6,133694.4,362829.76,0,10.5,20.990099009901,34.0754716981132,0,630,2120,9030,3.23076923076923,3.33333333333333,3.45544554455446,3.47169811320755,42,200,349,920,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"225",63096,"CUMBERLAND","MD",1,100,"COMMISSION","0",1,"107",11,2017-12-07,0,0,0,3,0,0,0,444,0,0,0,1332,0,0,0,444,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,27,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"226",63215,"SURREY,BC,V3W1G2","BC",1,100,"COMMISSION","Not Specified",0,"236",130,2018-03-01,0,1,1,4,0,0,0,546.25,0,0,0,2185,0,0,0,546.25,0,0,0,2185,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,4,0.5,0.5,0.5,0,"less than or equal to 6 month",FALSE
"227",63251,"LIVONIA","MI",1,100,"COMMISSION","0",0,"236",257,2018-03-03,0,3,45,192,0,1081.28666666667,1217.55822222222,1014.1665625,0,3243.86,54790.12,194719.98,0,1081.28666666667,1217.55822222222,973.428229166667,0,3243.86,54790.12,186898.22,0,0,0,40.7383333333333,0,0,0,7821.76,0,11,11.2222222222222,8.30729166666667,0,33,505,1595,0.5,0,0.833333333333333,0.711111111111111,"more than 6 month",FALSE
"228",63291,"SUFFOLK","VA",1,100,"COMMISSION","0",1,"107",1,2017-09-20,0,0,0,1,0,0,0,444,0,0,0,444,0,0,0,444,0,0,0,444,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"229",63308,"CHESTERFIELD","VA",1,100,"COMMISSION","0",1,"107",9,2017-09-19,0,0,0,2,0,0,0,740,0,0,0,1480,0,0,0,740,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,13.5,0,0,0,27,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"230",63315,"NORFOLK","VA",1,100,"COMMISSION","0",1,"107",66,2017-08-05,0,0,0,32,0,0,0,909.96875,0,0,0,29119,0,0,0,909.96875,0,0,0,29119,0,0,0,0,0,0,0,0,0,0,0,16.09375,0,0,0,515,0.5,0.5,0.5,0.689655172413793,"less than or equal to 3 month",TRUE
"231",63335,"NORFOLK","VA",1,100,"COMMISSION","0",1,"107",29,2017-10-19,0,0,0,3,0,0,0,618.666666666667,0,0,0,1856,0,0,0,618.666666666667,0,0,0,1856,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,18,0.5,0.5,0.5,0,"less than or equal to a month",TRUE
"232",63337,"MIAMI","FL",1,100,"COMMISSION","0",1,"107",5,2017-12-15,0,0,0,5,0,0,0,699.2,0,0,0,3496,0,0,0,699.2,0,0,0,3496,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,80,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"233",63347,"NOBLE","OK",1,100,"COMMISSION","0",1,"107",160,2017-11-14,0,0,0,19,0,0,0,506.842105263158,0,0,0,9630,0,0,0,506.842105263158,0,0,0,9630,0,0,0,0,0,0,0,0,0,0,0,1.68421052631579,0,0,0,32,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"234",63389,"ROOSEVELT","NY",1,100,"COMMISSION","Not Specified",0,"236",299,2018-03-26,0,21,71,259,0,975.333333333333,768.915492957746,831.988416988417,0,20482,54593,215485,0,975.333333333333,768.915492957746,831.988416988417,0,20482,54593,215485,0,0,0,0,0,0,0,0,0,14.7142857142857,11.8450704225352,13.5444015444015,0,309,841,3508,0.5,0.45,0.550724637681159,0.515873015873016,"more than 6 month",FALSE
"235",63405,"WINCHESTER","VA",1,100,"COMMISSION","0",0,"236",337,2018-05-03,1,9,15,205,962,764.666666666667,685.733333333333,689.463414634146,962,6882,10286,141340,962,764.666666666667,685.733333333333,689.463414634146,962,6882,10286,141340,0,0,0,0,0,0,0,0,15,12.6666666666667,11.7333333333333,11.619512195122,15,114,176,2382,1,0.428571428571429,0.538461538461538,0.590163934426229,"more than 6 month",FALSE
"236",63421,"LYNCHBURG","VA",1,100,"COMMISSION","Not Specified",0,"236",293,2018-04-04,0,16,66,202,0,786.25,692.909090909091,714.643762376238,0,12580,45732,144358.04,0,786.25,692.909090909091,714.643762376238,0,12580,45732,144358.04,0,0,0,0,0,0,0,0,0,13.125,12.2121212121212,12.3118811881188,0,210,806,2487,0.5,0.75,0.761904761904762,0.669811320754717,"more than 6 month",FALSE
"237",63459,"SURREY,BC,V3W2N6","BC",1,100,"COMMISSION","Not Specified",1,"107",65,2018-02-01,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.28571428571429,0,0,1,30,0.5,0.5,0.5,0.333333333333333,"less than or equal to 3 month",TRUE
"238",63472,"SPRING","TX",1,100,"COMMISSION","0",1,"107",76,2017-08-15,0,0,0,43,0,0,0,879.132558139535,0,0,0,37802.7,0,0,0,879.132558139535,0,0,0,37802.7,0,0,0,0,0,0,0,0,0,0,0,14.953488372093,0,0,0,643,0.5,0.5,0.5,0.853658536585366,"less than or equal to 3 month",TRUE
"239",63544,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",150,2018-02-01,0,0,32,142,0,0,568.875,595.492957746479,0,0,18204,84560,0,0,568.875,595.492957746479,0,0,18204,84560,0,0,0,0,0,0,0,0,0,0,10.1875,10.669014084507,0,0,326,1515,0.5,0.5,0.666666666666667,0.67741935483871,"less than or equal to 6 month",TRUE
"240",63552,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",76,2017-10-14,0,0,0,2,0,0,0,465,0,0,0,930,0,0,0,465,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,18,0.5,0.5,0.5,0,"less than or equal to 3 month",TRUE
"241",63566,"HENRICO","VA",1,100,"COMMISSION","Not Specified",1,"107",124,2017-12-13,0,0,0,55,0,0,0,629.672727272727,0,0,0,34632,0,0,0,629.672727272727,0,0,0,34632,0,0,0,0,0,0,0,0,0,0,0,11.3818181818182,0,0,0,626,0.5,0.5,0.5,0.375,"less than or equal to 6 month",TRUE
"242",63647,"FT MYERS","FL",1,100,"COMMISSION","0",0,"236",315,2018-04-11,0,28,77,272,0,779.642857142857,744.805194805195,797.676470588235,0,21830,57350,216968,0,779.642857142857,744.805194805195,797.676470588235,0,21830,57350,216968,0,0,0,0,0,0,0,0,0,15.2142857142857,14.3636363636364,14.6323529411765,0,426,1106,3980,0.5,0.5,0.5,0.53030303030303,"more than 6 month",FALSE
"243",63652,"LIVONIA","MI",1,100,"COMMISSION","0",0,"236",264,2018-03-02,0,2,38,172,0,1078.7,1274.16421052632,1322.31284883721,0,2157.4,48418.24,227437.81,0,528.7,1230.54684210526,1282.5325,0,1057.4,46760.78,220595.59,0,550,43.6173684210526,39.7803488372093,0,1100,1657.46,6842.22,0,6,15.8947368421053,16.9127906976744,0,12,604,2909,0.5,0,0.5,0.483606557377049,"more than 6 month",FALSE
"244",63661,"HENDERSON","NV",1,100,"COMMISSION","0",1,"107",133,2017-10-11,0,0,0,11,0,0,0,679.818181818182,0,0,0,7478,0,0,0,679.818181818182,0,0,0,7478,0,0,0,0,0,0,0,0,0,0,0,1.90909090909091,0,0,0,21,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"245",63667,"HIALEAH GARDENS","FL",1,100,"COMMISSION","0",0,"236",351,2018-05-17,12,51,81,215,776.15,750.201176470588,728.459012345679,765.949023255814,9313.8,38260.26,59005.18,164679.04,766.15,715.913725490196,705.265679012346,747.713395348837,9193.8,36511.6,57126.52,160758.38,10,34.2874509803922,23.1933333333333,18.2356279069767,120,1748.66,1878.66,3920.66,2.33333333333333,2.64705882352941,2.61728395061728,2.67906976744186,28,135,212,576,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"246",63760,"ALPHARETTA","GA",1,100,"COMMISSION","0",1,"107",6,2017-07-06,0,0,0,3,0,0,0,750,0,0,0,2250,0,0,0,750,0,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,15.6666666666667,0,0,0,47,0.5,0.5,0.5,0.666666666666667,"less than or equal to a month",TRUE
"247",63782,"NEW WESTMINSTER,BC,V3M6X3","BC",1,100,"COMMISSION","0",1,"107",78,2018-02-19,0,0,1,4,0,0,0,1523.75,0,0,0,6095,0,0,0,1523.75,0,0,0,6095,0,0,0,0,0,0,0,0,0,0,1,1.25,0,0,1,5,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"248",63857,"HOUSTON","TX",1,100,"COMMISSION","0",1,"107",1,2017-10-06,0,0,0,1,0,0,0,1104,0,0,0,1104,0,0,0,1020,0,0,0,1020,0,0,0,84,0,0,0,84,0,0,0,12,0,0,0,12,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"249",63904,"ST LOUIS","MO",1,100,"COMMISSION","0",1,"107",16,2017-07-25,0,0,0,14,0,0,0,736.285714285714,0,0,0,10308,0,0,0,638.428571428571,0,0,0,8938,0,0,0,97.8571428571429,0,0,0,1370,0,0,0,12.7142857142857,0,0,0,178,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"250",63932,"MCDONOUGH","GA",1,100,"COMMISSION","0",1,"107",22,2017-08-13,0,0,0,6,0,0,0,979,0,0,0,5874,0,0,0,979,0,0,0,5874,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,96,0.5,0.5,0.5,0.833333333333333,"less than or equal to a month",TRUE
"251",63989,"NEW WESTMINSTER,BC,V3M3V8","BC",1,100,"COMMISSION","Not Specified",1,"107",1,2018-02-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"252",64040,"VANCOUVER","WA",1,100,"COMMISSION","Not Specified",1,"107",130,2018-01-29,0,0,9,70,0,0,559.166666666667,642.642857142857,0,0,5032.5,44985,0,0,475.833333333333,389.071428571429,0,0,4282.5,27235,0,0,83.3333333333333,253.571428571429,0,0,750,17750,0,0,11,11.3857142857143,0,0,99,797,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"253",64093,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",40,2017-09-30,0,0,0,4,0,0,0,776.5,0,0,0,3106,0,0,0,776.5,0,0,0,3106,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,0,45,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"254",64125,"BAKERSFIELD","CA",1,100,"COMMISSION","0",0,"236",290,2018-03-17,0,5,11,76,0,357.596,258.541818181818,421.71,0,1787.98,2843.96,32049.96,0,131.196,119.996363636364,369.604736842105,0,655.98,1319.96,28089.96,0,226.4,138.545454545455,52.1052631578947,0,1132,1524,3960,0,3,2.18181818181818,1.98684210526316,0,15,24,151,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"255",64150,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",13,2017-06-24,0,0,0,12,0,0,0,1053.34416666667,0,0,0,12640.13,0,0,0,1053.34416666667,0,0,0,12640.13,0,0,0,0,0,0,0,0,0,0,0,10.6666666666667,0,0,0,128,0.5,0.5,0.5,0.9,"less than or equal to a month",TRUE
"256",64163,"MIAMI","FL",1,100,"COMMISSION","0",1,"107",1,2017-11-02,0,0,0,1,0,0,0,608,0,0,0,608,0,0,0,608,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"257",64198,"N. LAS VEGAS","NV",1,100,"COMMISSION","Not Specified",0,"236",318,2018-04-14,0,42,97,266,0,853.220476190476,839.79030927835,931.018007518797,0,35835.26,81459.66,247650.79,0,822.770476190476,814.261237113402,909.636127819549,0,34556.36,78983.34,241963.21,0,30.45,25.5290721649485,21.3818796992481,0,1278.9,2476.32,5687.58,0,11.3571428571429,10.8556701030928,13.1766917293233,0,477,1053,3505,0.5,1,0.918918918918919,0.8,"more than 6 month",FALSE
"258",64203,"VALLEJO","CA",1,100,"COMMISSION","Not Specified",1,"107",182,2018-02-05,0,0,1,13,0,0,1004.12,550.778461538462,0,0,1004.12,7160.12,0,0,1004.12,550.778461538462,0,0,1004.12,7160.12,0,0,0,0,0,0,0,0,0,0,18,10.6153846153846,0,0,18,138,0.5,0.5,0.5,0.5,"more than 6 month",TRUE
"259",64231,"APISON","TN",1,100,"COMMISSION","0",1,"107",214,2018-02-15,0,0,2,5,0,0,487,524.08,0,0,974,2620.4,0,0,487,524.08,0,0,974,2620.4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,5,0.5,0.5,0.5,0.5,"more than 6 month",TRUE
"260",64303,"CHICAGO<U+00A0>","IL",1,100,"COMMISSION","Not Specified",0,"236",80,2018-04-20,0,45,70,70,0,762.602666666667,779.828571428571,779.828571428571,0,34317.12,54588,54588,0,762.602666666667,779.828571428571,779.828571428571,0,34317.12,54588,54588,0,0,0,0,0,0,0,0,0,12.3333333333333,12.6428571428571,12.6428571428571,0,555,885,885,0.5,0.5,0.5,0.5,"less than or equal to 3 month",FALSE
"261",64383,"MOUNT JULIET","TN",1,100,"COMMISSION","Not Specified",0,"236",343,2018-05-09,2,43,85,224,834.71,652.506511627907,671.313882352941,602.730848214286,1669.42,28057.78,57061.68,135011.71,834.71,652.506511627907,670.608,601.833348214286,1669.42,28057.78,57001.68,134810.67,0,0,0.705882352941177,0.8975,0,0,60,201.04,10,8.58139534883721,8.75294117647059,8.32589285714286,20,369,744,1865,1,0.945945945945946,0.905405405405405,0.868686868686869,"more than 6 month",FALSE
"262",64389,"SALEM","MA",1,100,"COMMISSION","0",1,"107",114,2017-12-10,0,0,0,12,0,0,0,866.666666666667,0,0,0,10400,0,0,0,866.666666666667,0,0,0,10400,0,0,0,0,0,0,0,0,0,0,0,8.08333333333333,0,0,0,97,0.5,0.5,0.5,0,"less than or equal to 6 month",TRUE
"263",64429,"KINGSTON","ON",1,0,"DAILY","0",1,"107",212,2017-12-29,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,0,0,0,82,0.5,0.5,0.5,0.692307692307692,"more than 6 month",TRUE
"264",64431,"PROVIDENCE","RI",1,100,"COMMISSION","Not Specified",1,"107",1,2017-10-10,0,0,0,1,0,0,0,378.84,0,0,0,378.84,0,0,0,378.84,0,0,0,378.84,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"265",64434,"BRIDGEPORT","CT",1,100,"COMMISSION","Not Specified",1,"107",1,2017-08-22,0,0,0,1,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"266",64435,"WESTERLY","RI",1,100,"COMMISSION","Not Specified",0,"236",5,2018-04-13,0,4,4,4,0,1037.5,1037.5,1037.5,0,4150,4150,4150,0,1037.5,1037.5,1037.5,0,4150,4150,4150,0,0,0,0,0,0,0,0,0,11,11,11,0,44,44,44,0.5,0.333333333333333,0.333333333333333,0.333333333333333,"less than or equal to a month",FALSE
"267",64543,"SUFFOLK","VA",1,100,"COMMISSION","Not Specified",1,"107",91,2017-09-26,0,0,0,10,0,0,0,703,0,0,0,7030,0,0,0,703,0,0,0,7030,0,0,0,0,0,0,0,0,0,0,0,12.1,0,0,0,121,0.5,0.5,0.5,1,"less than or equal to 6 month",TRUE
"268",64593,"SOMERSET","NJ",1,100,"COMMISSION","0",1,"107",1,2017-06-05,0,0,0,1,0,0,0,265.16,0,0,0,265.16,0,0,0,265.16,0,0,0,265.16,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0.5,0.5,0.5,1,"less than or equal to a month",TRUE
"269",64601,"MERIDEN","CT",1,100,"COMMISSION","Not Specified",0,"236",353,2018-05-19,15,59,103,263,959.313333333333,1038.46644067797,1034.91048543689,1054.96874524715,14389.7,61269.52,106595.78,277456.78,959.313333333333,1038.46644067797,1034.91048543689,1054.96874524715,14389.7,61269.52,106595.78,277456.78,0,0,0,0,0,0,0,0,15,16,16.2815533980583,16.8441064638783,225,944,1677,4430,0.5,0.5,0.5,0.5,"more than 6 month",FALSE
"270",64640,"HOUSTON","TX",1,100,"COMMISSION","Not Specified",1,"107",94,2017-09-14,0,0,0,4,0,0,0,445,0,0,0,1780,0,0,0,445,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,26,0.5,0.5,0.5,0.5,"less than or equal to 6 month",TRUE
"271",64673,"EDINBURG","TX",1,100,"COMMISSION","Not Specified",0,"236",222,2018-03-10,0,1,11,29,0,836,476.727272727273,419.310344827586,0,836,5244,12160,0,836,476.727272727273,419.310344827586,0,836,5244,12160,0,0,0,0,0,0,0,0,0,12,8.54545454545454,6.93103448275862,0,12,94,201,0.5,1,0.375,0.608695652173913,"more than 6 month",FALSE
"272",64694,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",1,2017-09-05,0,0,0,1,0,0,0,348,0,0,0,348,0,0,0,348,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"273",64695,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",15,2017-12-23,0,0,0,15,0,0,0,666,0,0,0,9990,0,0,0,666,0,0,0,9990,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,228,0.5,0.5,0.5,0.357142857142857,"less than or equal to a month",TRUE
"274",64782,"CHESTERFIELD","VA",1,100,"COMMISSION","Not Specified",1,"107",104,2017-09-12,0,0,0,64,0,0,0,808.21875,0,0,0,51726,0,0,0,808.21875,0,0,0,51726,0,0,0,0,0,0,0,0,0,0,0,16.984375,0,0,0,1087,0.5,0.5,0.5,0.298245614035088,"less than or equal to 6 month",TRUE
"275",64814,"MIAMI","FL",1,100,"COMMISSION","0",1,"107",273,2018-02-28,0,0,46,188,0,0,738.780869565217,785.439680851064,0,0,33983.92,147662.66,0,0,639.907391304348,703.690425531915,0,0,29435.74,132293.8,0,0,98.8734782608696,81.7492553191489,0,0,4548.18,15368.86,0,0,17.5652173913043,17.5691489361702,0,0,808,3303,0.5,0.5,0.790697674418605,0.784810126582278,"more than 6 month",TRUE
"276",64819,"PROVIDENCE","RI",1,100,"COMMISSION","0",1,"107",67,2017-08-06,0,0,0,32,0,0,0,900.1875,0,0,0,28806,0,0,0,842.8125,0,0,0,26970,0,0,0,57.375,0,0,0,1836,0,0,0,14.625,0,0,0,468,0.5,0.5,0.5,0.433333333333333,"less than or equal to 3 month",TRUE
"277",64836,"KENT","OH",1,100,"COMMISSION","Not Specified",1,"107",47,2018-02-24,0,0,38,38,0,0,945.992894736842,945.992894736842,0,0,35947.73,35947.73,0,0,933.592894736842,933.592894736842,0,0,35476.53,35476.53,0,0,12.4,12.4,0,0,471.2,471.2,0,0,6.89473684210526,6.89473684210526,0,0,262,262,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"278",64882,"BOSTON","MA",1,100,"COMMISSION","0",1,"107",1,2017-12-29,0,0,0,1,0,0,0,803,0,0,0,803,0,0,0,803,0,0,0,803,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0.5,0.5,0.5,0.5,"less than or equal to a month",TRUE
"279",64953,"PLAINWELL","MI",1,100,"COMMISSION","0",1,"107",266,2018-02-26,0,0,16,26,0,0,517.15,428.246153846154,0,0,8274.4,11134.4,0,0,517.15,428.246153846154,0,0,8274.4,11134.4,0,0,0,0,0,0,0,0,0,0,2,1.73076923076923,0,0,32,45,0.5,0.5,0.5,0.5,"more than 6 month",TRUE
"280",65046,"DETROIT","MI",1,100,"COMMISSION","Not Specified",0,"236",182,2018-03-23,0,22,71,140,0,785.272727272727,741.859154929577,691.771428571429,0,17276,52672,96848,0,677.090909090909,685.070422535211,662.971428571429,0,14896,48640,92816,0,108.181818181818,56.7887323943662,28.8,0,2380,4032,4032,0,12.6818181818182,12.6478873239437,11.4428571428571,0,279,898,1602,0.5,0.388888888888889,0.428571428571429,0.475,"more than 6 month",FALSE
"281",65077,"FT MYERS","FL",1,100,"COMMISSION","0",0,"236",345,2018-05-11,11,34,80,263,2872.54545454545,2570.41176470588,1538.275,948.634980988593,31598,87394,123062,249491,2872.54545454545,2570.41176470588,1538.275,948.634980988593,31598,87394,123062,249491,0,0,0,0,0,0,0,0,59.3636363636364,50.1470588235294,30.675,18.9543726235741,653,1705,2454,4985,0.0909090909090909,0.176470588235294,0.3375,0.452,"more than 6 month",FALSE
"282",65098,"IVORYTON","CT",1,100,"COMMISSION","0",1,"107",53,2017-08-08,0,0,0,13,0,0,0,1420.64615384615,0,0,0,18468.4,0,0,0,1420.64615384615,0,0,0,18468.4,0,0,0,0,0,0,0,0,0,0,0,19.2307692307692,0,0,0,250,0.5,0.5,0.5,0.5,"less than or equal to 3 month",TRUE
"283",65128,"WENONAH","NJ",1,100,"COMMISSION","0",0,"236",155,2018-05-18,3,54,87,88,606.666666666667,790.740740740741,776.436781609195,774.772727272727,1820,42700,67550,68180,606.666666666667,790.740740740741,776.436781609195,774.772727272727,1820,42700,67550,68180,0,0,0,0,0,0,0,0,15.3333333333333,17.1296296296296,15.735632183908,15.7954545454545,46,925,1369,1390,0.333333333333333,0.576923076923077,0.621951219512195,0.614457831325301,"less than or equal to 6 month",FALSE
