"","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","tenure.in_days.","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month.","average_total_payment_3_month.","average_total_payment_6_month.","average_total_payment_1_year.","sum_total_payment_1_month.","sum_total_payment_3_month.","sum_total_payment_6_month.","sum_total_payment_1_year.","average_standard_payment_1_month.","average_standard_payment_3_month.","average_standard_payment_6_month.","average_standard_payment_1_year.","sum_standard_payment_1_month.","sum_standard_payment_3_month.","sum_standard_payment_6_month.","sum_standard_payment_1_year.","average_non_standard_payment_1_month.","average_non_standard_payment_3_month.","average_non_standard_payment_6_month.","average_non_standard_payment_1_year.","sum_non_standard_payment_1_month.","sum_non_standard_payment_3_month.","sum_non_standard_payment_6_month.","sum_non_standard_payment_1_year.","average_jobs_1_month.","average_jobs_3_month.","average_jobs_6_month.","average_jobs_1_year.","total_jobs_1_month.","total_jobs_3_month.","total_jobs_6_month.","total_jobs_1_year.","average_satisfaction_1_month.","average_satisfaction_3_month.","average_satisfaction_6_month.","average_satisfaction_1_year.","Tenure.in_categories."
"396",57254,"KENNESAW                      ","GA ",1,100,"COMMISSION","0",1,107,363,"2018-05-29",22,64,93,241,1115.46727272727,942.7946875,996.53,1137.15493775934,24540.28,60338.86,92677.29,274054.34,960.581818181818,814.4859375,804.876666666667,888.950290456432,21132.8,52127.1,74853.53,214237.02,154.885454545455,128.30875,191.653333333333,248.204647302905,3407.48,8211.76,17823.76,59817.32,12.4090909090909,11.203125,11.1182795698925,12.6639004149378,273,717,1034,3052,0.777777777777778,0.764705882352941,0.802816901408451,0.758241758241758,"more than 6 month"
"397",57255,"KENNESAW                      ","GA ",1,100,"COMMISSION","0",1,107,324,"2018-04-20",0,18,54,203,0,706.8,844.780555555556,1038.54719211823,0,12722.4,45618.15,210825.08,0,593.227777777778,742.658333333333,863.078226600985,0,10678.1,40103.55,175204.88,0,113.572222222222,102.122222222222,175.468965517241,0,2044.3,5514.6,35620.2,0,8.38888888888889,10.4814814814815,10.9753694581281,0,151,566,2228,0.5,0.6,0.763157894736842,0.781818181818182,"more than 6 month"
"398",57257,"FRAMINGHAM                    ","MA ",1,100,"COMMISSION","NULL",1,107,363,"2018-05-29",29,88,140,287,2893.44689655172,3165.37409090909,3175.93907142857,2768.22202090592,83909.96,278552.92,444631.47,794479.72,2886.9075862069,3163.21909090909,3171.47078571429,2765.70090592335,83720.32,278363.28,444005.91,793756.16,6.53931034482759,2.155,4.46828571428571,2.5211149825784,189.64,189.64,625.56,723.56,25.9310344827586,24.8977272727273,23.6642857142857,20.98606271777,752,2191,3313,6023,0.413793103448276,0.425287356321839,0.362962962962963,0.489177489177489,"more than 6 month"
"399",57285,"MIAMI                         ","FL ",1,100,"COMMISSION","0",1,107,363,"2018-05-29",21,69,117,268,716.189047619048,774.947246376812,824.288888888889,828.257350746269,15039.97,53471.36,96441.8,221972.97,712.131904761905,772.306376811594,822.516068376068,802.408805970149,14954.77,53289.14,96234.38,215045.56,4.05714285714286,2.64086956521739,1.77282051282051,25.8485447761194,85.2,182.22,207.42,6927.41,10.3809523809524,10.5652173913043,11.1025641025641,13.0186567164179,218,729,1299,3489,0.857142857142857,0.72463768115942,0.689655172413793,0.73046875,"more than 6 month"
"400",57289,"INGLEWOOD                     ","CA ",1,100,"COMMISSION","NULL",0,236,81,"2017-08-20",0,0,0,81,0,0,0,951.111111111111,0,0,0,77040,0,0,0,951.111111111111,0,0,0,77040,0,0,0,0,0,0,0,0,0,0,0,17.4074074074074,0,0,0,1410,0.5,0.5,0.5,0.487179487179487,"less than or equal to 3 month"
"401",57300,"MARGATE                       ","FL ",1,100,"COMMISSION","0",1,107,202,"2018-05-29",21,76,131,177,783.552380952381,1054.60776315789,1065.1841221374,1026.65446327684,16454.6,80150.19,139539.12,181717.84,783.552380952381,1053.56171052632,1064.5772519084,1021.45163841808,16454.6,80070.69,139459.62,180796.94,0,1.04605263157895,0.606870229007634,5.20282485875706,0,79.5,79.5,920.9,2.80952380952381,4.65789473684211,4.96946564885496,6.88700564971751,59,354,651,1219,0.5,1,0.5,0.823529411764706,"more than 6 month"
"402",57324,"FRAMINGHAM                    ","MA ",1,100,"COMMISSION","NULL",1,107,254,"2018-05-29",23,67,106,168,1045.65217391304,797.910447761194,659.905660377358,636.654761904762,24050,53460,69950,106958,1045.65217391304,797.910447761194,659.905660377358,636.654761904762,24050,53460,69950,106958,0,0,0,0,0,0,0,0,11.2173913043478,7.02985074626866,5.52830188679245,5.50595238095238,258,471,586,925,0.476190476190476,0.565217391304348,0.65,0.635294117647059,"more than 6 month"
"403",57364,"PATERSON                      ","NJ ",1,100,"COMMISSION","0",0,236,184,"2017-12-01",0,0,0,84,0,0,0,865.488214285714,0,0,0,72701.01,0,0,0,863.108452380952,0,0,0,72501.11,0,0,0,2.3797619047619,0,0,0,199.9,0,0,0,13,0,0,0,1092,0.5,0.5,0.5,0.571428571428571,"more than 6 month"
"404",57365,"BRONX                         ","NY ",1,100,"COMMISSION","0",0,236,5,"2017-06-05",0,0,0,3,0,0,0,761.353333333333,0,0,0,2284.06,0,0,0,761.353333333333,0,0,0,2284.06,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,39,0.5,0.5,0.5,0,"less than or equal to a month"
"405",57390,"PATERSON                      ","NJ ",1,100,"COMMISSION","0",0,236,223,"2018-01-09",0,0,4,129,0,0,972.5,958.918372093023,0,0,3890,123700.47,0,0,972.5,957.941627906977,0,0,3890,123574.47,0,0,0,0.976744186046512,0,0,0,126,0,0,10.75,13.8062015503876,0,0,43,1781,0.5,0.5,0.75,0.636363636363636,"more than 6 month"
"406",57402,"MINNEAPOLIS                   ","MN ",1,100,"COMMISSION","0",1,107,346,"2018-05-29",28,83,104,198,863.322857142857,876.45313253012,867.889423076923,821.05696969697,24173.04,72745.61,90260.5,162569.28,863.322857142857,876.45313253012,867.889423076923,821.05696969697,24173.04,72745.61,90260.5,162569.28,0,0,0,0,0,0,0,0,10.3214285714286,10.0120481927711,9.83653846153846,7.66666666666667,289,831,1023,1518,0.5,0.5,0.5,0.5,"more than 6 month"
"407",57411,"LONGWOOD                      ","FL ",1,100,"COMMISSION","0",0,236,121,"2017-09-29",0,0,0,84,0,0,0,786.44,0,0,0,66060.96,0,0,0,750.50380952381,0,0,0,63042.32,0,0,0,35.9361904761905,0,0,0,3018.64,0,0,0,9.96428571428571,0,0,0,837,0.5,0.5,0.5,0.808823529411765,"less than or equal to 6 month"
"408",57413,"RIVERSIDE                     ","CA ",1,100,"COMMISSION","NULL",0,236,81,"2017-08-20",0,0,0,55,0,0,0,860.072727272727,0,0,0,47304,0,0,0,860.072727272727,0,0,0,47304,0,0,0,0,0,0,0,0,0,0,0,15.0909090909091,0,0,0,830,0.5,0.5,0.5,0.5,"less than or equal to 3 month"
"409",57417,"PATERSON                      ","NJ ",1,100,"COMMISSION","0",0,236,178,"2017-11-25",0,0,0,131,0,0,0,799.049618320611,0,0,0,104675.5,0,0,0,799.049618320611,0,0,0,104675.5,0,0,0,0,0,0,0,0,0,0,0,10.4656488549618,0,0,0,1371,0.5,0.5,0.5,0.387096774193548,"less than or equal to 6 month"
"410",57420,"EAST HAVEN                    ","CT ",1,100,"COMMISSION","NULL",1,107,22,"2018-05-05",1,2,2,2,700,700,700,700,700,1400,1400,1400,76,304,304,304,76,608,608,608,624,396,396,396,624,792,792,792,14,18,18,18,14,36,36,36,0,0,0,0,"less than or equal to a month"
"411",57433,"PENSACOLA                     ","FL ",1,100,"COMMISSION","NULL",1,107,318,"2018-04-14",0,1,1,35,0,588,588,607.2,0,588,588,21252,0,588,588,607.2,0,588,588,21252,0,0,0,0,0,0,0,0,0,8,8,8.28571428571429,0,8,8,290,0.5,1,1,0.75,"more than 6 month"
"412",57439,"PENSACOLA                     ","FL ",1,100,"COMMISSION","NULL",1,107,3,"2017-06-12",0,0,0,2,0,0,0,840,0,0,0,1680,0,0,0,840,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,21,0.5,0.5,0.5,0.5,"less than or equal to a month"
"413",57441,"JONESBORO                     ","GA ",1,100,"COMMISSION","0",0,236,163,"2017-11-10",0,0,0,109,0,0,0,996.600825688073,0,0,0,108629.49,0,0,0,832.686513761468,0,0,0,90762.83,0,0,0,163.914311926606,0,0,0,17866.66,0,0,0,12.5504587155963,0,0,0,1368,0.5,0.5,0.5,0.8125,"less than or equal to 6 month"
"414",57452,"STAFFORD                      ","VA ",1,100,"COMMISSION","NULL",0,236,112,"2017-09-20",0,0,0,71,0,0,0,743.267605633803,0,0,0,52772,0,0,0,743.267605633803,0,0,0,52772,0,0,0,0,0,0,0,0,0,0,0,15.0140845070423,0,0,0,1066,0.5,0.5,0.5,0.451612903225806,"less than or equal to 6 month"
"415",57468,"SOUTH ATTLEBORO               ","MA ",1,100,"COMMISSION","0",0,236,236,"2018-02-04",0,0,2,18,0,0,662.295,758.948333333333,0,0,1324.59,13661.07,0,0,662.295,758.948333333333,0,0,1324.59,13661.07,0,0,0,0,0,0,0,0,0,0,12,14.7777777777778,0,0,24,266,0.5,0.5,1,1,"more than 6 month"
"416",57477,"WOODBRIDGE RD                 ","VA ",1,100,"COMMISSION","NULL",0,236,130,"2017-10-09",0,0,0,53,0,0,0,155.903396226415,0,0,0,8262.88,0,0,0,155.903396226415,0,0,0,8262.88,0,0,0,0,0,0,0,0,0,0,0,1.66037735849057,0,0,0,88,0.5,0.5,0.5,0.5,"less than or equal to 6 month"
"417",57489,"TAMPA                         ","FL ",1,100,"COMMISSION","0",1,107,363,"2018-05-29",20,52,95,224,1095.585,897.860769230769,847.830842105263,860.29375,21911.7,46688.76,80543.93,192705.8,1049.761,873.972307692308,824.495263157895,827.096339285714,20995.22,45446.56,78327.05,185269.58,45.824,23.8884615384615,23.3355789473684,33.1974107142857,916.48,1242.2,2216.88,7436.22,13.3,11.5384615384615,10.6421052631579,12.03125,266,600,1011,2695,0.818181818181818,0.771428571428571,0.793650793650794,0.59748427672956,"more than 6 month"
"418",57518,"WEATHERSFIELD                 ","CT ",1,100,"COMMISSION","0",1,107,340,"2018-05-29",24,67,115,216,901.258333333333,1041.01791044776,1196.5012173913,1164.1362962963,21630.2,69748.2,137597.64,251453.44,901.258333333333,1010.87850746269,1178.42973913043,1128.07601851852,21630.2,67728.86,135519.42,243664.42,0,30.1394029850746,18.0714782608696,36.0602777777778,0,2019.34,2078.22,7789.02,9.33333333333333,11.0746268656716,13.3304347826087,14.6574074074074,224,742,1533,3166,0.5,0.75,0.708333333333333,0.612403100775194,"more than 6 month"
"419",57528,"AUSTIN                        ","TX ",1,100,"COMMISSION","NULL",1,107,363,"2018-05-29",28,79,122,306,1591.48428571429,1612.1164556962,1448.21540983607,1643.06973856209,44561.56,127357.2,176682.28,502779.34,1511.51571428571,1535.54227848101,1382.87426229508,1604.78575163399,42322.44,121307.84,168710.66,491064.44,79.9685714285714,76.5741772151899,65.3411475409836,38.2839869281046,2239.12,6049.36,7971.62,11714.9,23.3214285714286,21.4556962025316,19.4426229508197,22.3464052287582,653,1695,2372,6838,0.653846153846154,0.647887323943662,0.716981132075472,0.661157024793388,"more than 6 month"
"420",57532,"YUMA                          ","AZ ",1,100,"COMMISSION","0",1,107,228,"2018-02-09",0,0,15,43,0,0,896,749.253953488372,0,0,13440,32217.92,0,0,799.6,708.323720930233,0,0,11994,30457.92,0,0,96.4,40.9302325581395,0,0,1446,1760,0,0,11.8,11.5116279069767,0,0,177,495,0.5,0.5,0.714285714285714,0.538461538461538,"more than 6 month"
"421",57542,"INDEPENDENCE                  ","MO ",1,100,"COMMISSION","0",1,107,363,"2018-05-29",26,81,118,328,2587.30384615385,2450.18851851852,2089.60737288136,1672.7949695122,67269.9,198465.27,246573.67,548676.75,2563.42384615385,2403.14259259259,2051.44415254237,1640.36923780488,66649.02,194654.55,242070.41,538041.11,23.88,47.0459259259259,38.1632203389831,32.4257317073171,620.88,3810.72,4503.26,10635.64,23.6153846153846,21.9382716049383,17.6864406779661,16.6920731707317,614,1777,2087,5475,0.7,0.8,0.84,0.838709677419355,"more than 6 month"
"422",57548,"CAROL STREAM                  ","IL ",1,100,"COMMISSION","0",1,107,362,"2018-05-29",29,81,133,338,1118.14068965517,1294.7624691358,1182.95090225564,996.275591715976,32426.08,104875.76,157332.47,336741.15,794.726896551724,1066.47851851852,1008.2254887218,915.146952662722,23047.08,86384.76,134093.99,309319.67,323.413793103448,228.283950617284,174.725413533835,81.1286390532544,9379,18491,23238.48,27421.48,13.1724137931034,13.2345679012346,10.1804511278195,7.3698224852071,382,1072,1354,2491,0.5,0.5,0.5,0.5,"more than 6 month"
"423",57549,"PORT HOPE                     ","ON ",1,0,"DAILY     ","0",0,236,43,"2017-07-13",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77272727272727,0,0,0,105,0.5,0.5,0.5,0.95,"less than or equal to 3 month"
"424",57632,"SAINT PAUL                    ","MN ",1,100,"COMMISSION","0",1,107,361,"2018-05-29",29,89,144,292,1058.62137931034,1017.62775280899,1014.85430555556,1068.75606164384,30700.02,90568.87,146139.02,312076.77,1058.62137931034,1017.35292134831,1014.68444444444,1063.46530821918,30700.02,90544.41,146114.56,310531.87,0,0.274831460674157,0.169861111111111,5.29075342465753,0,24.46,24.46,1544.9,8.17241379310345,7.93258426966292,8.08333333333333,8.28082191780822,237,706,1164,2418,1,1,0.6,0.631578947368421,"more than 6 month"
"425",57644,"TULSA                         ","OK ",1,100,"COMMISSION","0",1,107,261,"2018-05-29",14,39,72,107,139.56,133.193846153846,158.179444444444,191.475700934579,1953.84,5194.56,11388.92,20487.9,139.56,133.193846153846,146.600555555556,175.833831775701,1953.84,5194.56,10555.24,18814.22,0,0,11.5788888888889,15.6418691588785,0,0,833.68,1673.68,1.42857142857143,1.61538461538462,1.79166666666667,1.7196261682243,20,63,129,184,1,0.916666666666667,0.962962962962963,0.947368421052632,"more than 6 month"
"426",57651,"LAWRENCEVILLE                 ","GA ",1,100,"COMMISSION","NULL",1,107,359,"2018-05-25",20,62,106,243,872.4615,962.259838709677,958.710283018868,943.074650205761,17449.23,59660.11,101623.29,229167.14,735,889.112903225806,889.377358490566,906.477366255144,14700,55125,94274,220274,137.4615,73.146935483871,69.3329245283019,36.5972839506173,2749.23,4535.11,7349.29,8893.14,12.9,14.1129032258065,13.9905660377358,14.1810699588477,258,875,1483,3446,0.5,0.5,0.5,0.5,"more than 6 month"
"427",57655,"FRANKLIN                      ","MA ",1,100,"COMMISSION","0",1,107,192,"2017-12-09",0,0,0,72,0,0,0,1381.77777777778,0,0,0,99488,0,0,0,1377,0,0,0,99144,0,0,0,4.77777777777778,0,0,0,344,0,0,0,16.5694444444444,0,0,0,1193,0.5,0.5,0.5,0.45,"more than 6 month"
"428",57656,"WEST VALLEY                   ","UT ",1,100,"COMMISSION","NULL",1,107,296,"2018-05-27",5,5,5,8,535.54,535.54,535.54,580.28,2677.7,2677.7,2677.7,4642.24,535.54,535.54,535.54,494.005,2677.7,2677.7,2677.7,3952.04,0,0,0,86.275,0,0,0,690.2,6.2,6.2,6.2,5.75,31,31,31,46,1,1,1,0.8,"more than 6 month"
"429",57657,"WEST HAVEN                    ","CT ",1,100,"COMMISSION","0",0,236,158,"2017-11-05",0,0,0,81,0,0,0,725.777777777778,0,0,0,58788,0,0,0,725.777777777778,0,0,0,58788,0,0,0,0,0,0,0,0,0,0,0,11.716049382716,0,0,0,949,0.5,0.5,0.5,0.361111111111111,"less than or equal to 6 month"
"430",57658,"WEST HAVEN                    ","CT ",1,100,"COMMISSION","0",0,236,240,"2018-01-26",0,0,17,198,0,0,788.823529411765,833.242424242424,0,0,13410,164982,0,0,788.823529411765,833.242424242424,0,0,13410,164982,0,0,0,0,0,0,0,0,0,0,14.8823529411765,14.3535353535354,0,0,253,2842,0.5,0.5,0.266666666666667,0.384615384615385,"more than 6 month"
"431",57663,"MESA                          ","AZ ",1,100,"COMMISSION","NULL",1,107,361,"2018-05-27",25,83,136,298,947.4236,1001.05722891566,1073.81514705882,1183.51583892617,23685.59,83087.75,146038.86,352687.72,947.4236,993.105421686747,1058.67235294118,1114.83771812081,23685.59,82427.75,143979.44,332221.64,0,7.95180722891566,15.1427941176471,68.6781208053691,0,660,2059.42,20466.08,10.24,11.144578313253,11.7794117647059,12.2818791946309,256,925,1602,3660,0.652173913043478,0.76,0.752212389380531,0.773684210526316,"more than 6 month"
"432",57665,"MESA                          ","AZ ",1,100,"COMMISSION","0",1,107,364,"2018-05-30",28,88,143,353,674.987857142857,741.8075,796.34965034965,765.231444759207,18899.66,65279.06,113878,270126.7,674.987857142857,729.306590909091,779.382237762238,755.182606232295,18899.66,64178.98,111451.66,266579.46,0,12.5009090909091,16.9674125874126,10.0488385269122,0,1100.08,2426.34,3547.24,9.14285714285714,9.53409090909091,10.1888111888112,9.94900849858357,256,839,1457,3512,0.807692307692308,0.827160493827161,0.828358208955224,0.806060606060606,"more than 6 month"
"433",57667,"MESA                          ","AZ ",1,100,"COMMISSION","NULL",1,107,363,"2018-05-29",21,68,73,108,1307.94904761905,1257.555,1240.85808219178,988.145740740741,27466.93,85513.74,90582.64,106719.74,1307.94904761905,1215.25705882353,1167.49534246575,907.438703703704,27466.93,82637.48,85227.16,98003.38,0,42.2979411764706,73.3627397260274,80.707037037037,0,2876.26,5355.48,8716.36,15.1904761904762,14.8970588235294,14.3698630136986,13.9537037037037,319,1013,1049,1507,0.5,0.583333333333333,0.615384615384615,0.615384615384615,"more than 6 month"
"434",57669,"MESA                          ","AZ ",1,100,"COMMISSION","0",1,107,364,"2018-05-30",29,89,140,345,600.058275862069,572.041011235955,614.929214285714,678.969304347826,17401.69,50911.65,86090.09,234244.41,600.058275862069,570.611348314607,610.797071428571,671.740898550725,17401.69,50784.41,85511.59,231750.61,0,1.42966292134831,4.13214285714286,7.22840579710145,0,127.24,578.5,2493.8,7.86206896551724,7.64044943820225,8.39285714285714,8.9536231884058,228,680,1175,3089,0.961538461538462,0.853658536585366,0.815384615384615,0.845425867507886,"more than 6 month"
"435",57676,"MESA                          ","AZ ",1,100,"COMMISSION","NULL",1,107,2,"2018-03-29",0,2,2,2,0,581.835,581.835,581.835,0,1163.67,1163.67,1163.67,0,421.835,421.835,421.835,0,843.67,843.67,843.67,0,160,160,160,0,320,320,320,0,22.5,22.5,22.5,0,45,45,45,0.5,0.5,0.5,0.5,"less than or equal to a month"
"436",57677,"MESA                          ","AZ ",1,100,"COMMISSION","NULL",1,107,364,"2018-05-30",25,83,135,336,727.0804,862.754939759036,1065.82155555556,1168.66592261905,18177.01,71608.66,143885.91,392671.75,727.0804,853.714939759036,1057.65133333333,1137.0937202381,18177.01,70858.34,142782.93,382063.49,0,9.04,8.17022222222222,31.5722023809524,0,750.32,1102.98,10608.26,6.8,8.91566265060241,10.8074074074074,11.4464285714286,170,740,1459,3846,0.888888888888889,0.819444444444444,0.807017543859649,0.801393728222996,"more than 6 month"
"437",57678,"MESA                          ","AZ ",1,100,"COMMISSION","0",1,107,363,"2018-05-29",22,71,112,294,2290.77727272727,2053.60591549296,1830.96053571429,1819.59,50397.1,145806.02,205067.58,534959.46,2290.77727272727,2007.07070422535,1690.13303571429,1550.14183673469,50397.1,142502.02,189294.9,455741.7,0,46.5352112676056,140.8275,269.448163265306,0,3304,15772.68,79217.76,13.5909090909091,13.7746478873239,12.5982142857143,13.156462585034,299,978,1411,3868,0.833333333333333,0.9,0.9,0.861111111111111,"more than 6 month"
"438",57708,"ORLANDO                       ","FL ",1,100,"COMMISSION","0",0,236,34,"2017-08-30",0,0,0,10,0,0,0,740.468,0,0,0,7404.68,0,0,0,702.02,0,0,0,7020.2,0,0,0,38.448,0,0,0,384.48,0,0,0,8.1,0,0,0,81,0.5,0.5,0.5,0.888888888888889,"less than or equal to 3 month"
"439",57730,"NEW BALTIMORE                 ","MI ",1,100,"COMMISSION","0",0,236,118,"2017-09-26",0,0,0,74,0,0,0,1056.94,0,0,0,78213.56,0,0,0,1056.94,0,0,0,78213.56,0,0,0,0,0,0,0,0,0,0,0,15.0945945945946,0,0,0,1117,0.5,0.5,0.5,0.397260273972603,"less than or equal to 6 month"
"440",57732,"SHELBY TWP                    ","MI ",1,100,"COMMISSION","NULL",0,236,78,"2017-08-17",0,0,0,72,0,0,0,889.666666666667,0,0,0,64056,0,0,0,1057.08333333333,0,0,0,76110,0,0,0,-167.416666666667,0,0,0,-12054,0,0,0,16.8472222222222,0,0,0,1213,0.5,0.5,0.5,0.295774647887324,"less than or equal to 3 month"
"441",57738,"WYOMING                       ","MI ",1,100,"COMMISSION","NULL",0,236,139,"2017-10-17",0,0,0,114,0,0,0,1168.4049122807,0,0,0,133198.16,0,0,0,1168.4049122807,0,0,0,133198.16,0,0,0,0,0,0,0,0,0,0,0,16.0175438596491,0,0,0,1826,0.5,0.5,0.5,0.5,"less than or equal to 6 month"
"442",57793,"LONDON                        ","ON ",1,0,"DAILY     ","0",0,236,2,"2018-03-04",0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,8,8,8,0.5,1,1,1,"less than or equal to a month"
"443",57801,"SALT LAKE CITY                ","UT ",1,100,"COMMISSION","0",0,236,299,"2018-03-27",0,13,56,208,0,563.946153846154,1082.60035714286,1353.94115384615,0,7331.3,60625.62,281619.76,0,563.946153846154,1062.01535714286,1324.07365384615,0,7331.3,59472.86,275407.32,0,0,20.585,29.8675,0,0,1152.76,6212.44,0,5.46153846153846,6.03571428571429,5.95673076923077,0,71,338,1239,0.5,1,0.8,0.768595041322314,"more than 6 month"
"444",57817,"CHATTANOOGA                   ","TN ",1,100,"COMMISSION","NULL",0,236,21,"2017-09-12",0,0,0,14,0,0,0,909.714285714286,0,0,0,12736,0,0,0,852.428571428571,0,0,0,11934,0,0,0,57.2857142857143,0,0,0,802,0,0,0,14.0714285714286,0,0,0,197,0.5,0.5,0.5,0.428571428571429,"less than or equal to a month"
"445",57822,"TAMPA                         ","FL ",1,100,"COMMISSION","0",0,236,2,"2017-07-04",0,0,0,2,0,0,0,972.5,0,0,0,1945,0,0,0,972.5,0,0,0,1945,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,36,0.5,0.5,0.5,0,"less than or equal to a month"
"446",57825,"SOUTH ATTLEBORO               ","MA ",1,100,"COMMISSION","0",0,236,248,"2018-02-03",0,0,28,217,0,0,893.071428571429,992.493087557604,0,0,25006,215371,0,0,847.571428571429,964.585253456221,0,0,23732,209315,0,0,45.5,27.9078341013825,0,0,1274,6056,0,0,13.9642857142857,15.668202764977,0,0,391,3400,0.5,0.5,0.571428571428571,0.481308411214953,"more than 6 month"
"447",57838,"PHOENIX                       ","AZ ",1,100,"COMMISSION","0",0,236,192,"2017-12-09",0,0,0,130,0,0,0,470.687076923077,0,0,0,61189.32,0,0,0,426.732153846154,0,0,0,55475.18,0,0,0,43.9549230769231,0,0,0,5714.14,0,0,0,14.2769230769231,0,0,0,1856,0.5,0.5,0.5,0.5,"more than 6 month"
"448",57855,"RIALTO                        ","CA ",1,100,"COMMISSION","NULL",1,107,333,"2018-04-29",0,10,41,239,0,869.768,633.720975609756,621.601422594142,0,8697.68,25982.56,148562.74,0,869.768,623.118536585366,615.386276150628,0,8697.68,25547.86,147077.32,0,0,10.6024390243902,6.21514644351464,0,0,434.7,1485.42,0,6,5.53658536585366,8.32635983263598,0,60,227,1990,0.5,0.5,0.882352941176471,0.842696629213483,"more than 6 month"
"449",57872,"MERIDEN                       ","CT ",1,100,"COMMISSION","NULL",0,236,350,"2018-05-16",10,54,98,262,834.568,1002.31222222222,982.046734693878,1050.68755725191,8345.68,54124.86,96240.58,275280.14,834.568,1002.31222222222,982.046734693878,1050.68755725191,8345.68,54124.86,96240.58,275280.14,0,0,0,0,0,0,0,0,15.4,15.4814814814815,15.5204081632653,17.087786259542,154,836,1521,4477,0.5,0.5,0.5,0.5,"more than 6 month"
"450",57873,"MERIDEN                       ","CT ",1,100,"COMMISSION","NULL",0,236,1,"2018-02-24",0,0,1,1,0,0,1274.9,1274.9,0,0,1274.9,1274.9,0,0,1274.9,1274.9,0,0,1274.9,1274.9,0,0,0,0,0,0,0,0,0,0,18,18,0,0,18,18,0.5,0.5,0.5,0.5,"less than or equal to a month"
"451",57891,"MERIDEN                       ","CT ",1,100,"COMMISSION","NULL",0,236,353,"2018-05-19",15,56,101,271,864.654666666667,965.416785714286,951.526138613861,994.876900369004,12969.82,54063.34,96104.14,269611.64,864.654666666667,965.416785714286,951.526138613861,994.876900369004,12969.82,54063.34,96104.14,269611.64,0,0,0,0,0,0,0,0,13.1333333333333,14.7321428571429,14.9207920792079,15.9040590405904,197,825,1507,4310,0.5,0.5,0.5,0.5,"more than 6 month"
"452",57898,"LODI                          ","NJ ",1,100,"COMMISSION","NULL",1,107,315,"2018-05-01",1,3,3,5,693,949.666666666667,949.666666666667,877.8,693,2849,2849,4389,693,949.666666666667,949.666666666667,877.8,693,2849,2849,4389,0,0,0,0,0,0,0,0,15,17.6666666666667,17.6666666666667,16.4,15,53,53,82,1,0.333333333333333,0.333333333333333,0.4,"more than 6 month"
"453",57920,"MONEE                         ","IL ",1,100,"COMMISSION","NULL",0,236,79,"2017-08-18",0,0,0,67,0,0,0,828.259701492537,0,0,0,55493.4,0,0,0,825.059701492537,0,0,0,55279,0,0,0,3.2,0,0,0,214.4,0,0,0,14.910447761194,0,0,0,999,0.5,0.5,0.5,0.681818181818182,"less than or equal to 3 month"
"454",57938,"DERBY                         ","CT ",1,100,"COMMISSION","NULL",1,107,362,"2018-05-28",27,78,128,325,817.407407407407,802.641025641026,762.125,725.913846153846,22070,62606,97552,235922,754.962962962963,722.128205128205,707.71875,704.486153846154,20384,56326,90588,228958,62.4444444444444,80.5128205128205,54.40625,21.4276923076923,1686,6280,6964,6964,13.7777777777778,13.7564102564103,12.765625,13.0984615384615,372,1073,1634,4257,0.416666666666667,0.52,0.524590163934426,0.487096774193548,"more than 6 month"
"455",57952,"CUMBERLAND                    ","RI ",1,100,"COMMISSION","0",1,107,363,"2018-05-29",29,88,145,354,1065.86206896552,1057.97727272727,1018.70344827586,1059.70056497175,30910,93102,147712,375134,1038.20689655172,1014.88636363636,984.565517241379,1035.71186440678,30108,89310,142762,366642,27.6551724137931,43.0909090909091,34.1379310344828,23.9887005649718,802,3792,4950,8492,18.1379310344828,17.6136363636364,16.248275862069,15.9604519774011,526,1550,2356,5650,0.5,0.528735632183908,0.52112676056338,0.50997150997151,"more than 6 month"
"456",57970,"SHELBY TWP                    ","MI ",1,100,"COMMISSION","NULL",1,107,362,"2018-05-29",20,64,104,253,815.672,862.96,905.494615384615,862.084743083004,16313.44,55229.44,94171.44,218107.44,815.672,862.96,905.494615384615,862.084743083004,16313.44,55229.44,94171.44,218107.44,0,0,0,0,0,0,0,0,9.55,10.421875,10.9230769230769,10.3320158102767,191,667,1136,2614,0.894736842105263,0.790322580645161,0.69,0.621399176954732,"more than 6 month"
"457",57983,"SAN MARCOS                    ","TX ",1,100,"COMMISSION","0",0,236,1,"2017-12-28",0,0,0,1,0,0,0,81,0,0,0,81,0,0,0,81,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5,0.5,0.5,0.5,"less than or equal to a month"
