"","Driver_ID","dr_city","dr_state","dr_contract","dr_commission","dr_paytype","dr_wkbase","dr_onduty","dr_status","tenure.in_days.","last_ride","rides_in_last_1_month","rides_in_last_3_month","rides_in_last_6_month","rides_in_last_1_year","average_total_payment_1_month.","average_total_payment_3_month.","average_total_payment_6_month.","average_total_payment_1_year.","sum_total_payment_1_month.","sum_total_payment_3_month.","sum_total_payment_6_month.","sum_total_payment_1_year.","average_standard_payment_1_month.","average_standard_payment_3_month.","average_standard_payment_6_month.","average_standard_payment_1_year.","sum_standard_payment_1_month.","sum_standard_payment_3_month.","sum_standard_payment_6_month.","sum_standard_payment_1_year.","average_non_standard_payment_1_month.","average_non_standard_payment_3_month.","average_non_standard_payment_6_month.","average_non_standard_payment_1_year.","sum_non_standard_payment_1_month.","sum_non_standard_payment_3_month.","sum_non_standard_payment_6_month.","sum_non_standard_payment_1_year.","average_jobs_1_month.","average_jobs_3_month.","average_jobs_6_month.","average_jobs_1_year.","total_jobs_1_month.","total_jobs_3_month.","total_jobs_6_month.","total_jobs_1_year.","average_satisfaction_1_month.","average_satisfaction_3_month.","average_satisfaction_6_month.","average_satisfaction_1_year.","Tenure.in_categories."
"2861",69073,"EGG HARBOR TWP                ","NJ ",1,100,"COMMISSION","NULL",1,107,185,"2018-05-28",26,77,124,156,1040.76923076923,988.012987012987,900.072580645161,897.435897435897,27060,76077,111609,140000,1025.96153846154,983.012987012987,896.967741935484,894.967948717949,26675,75692,111224,139615,14.8076923076923,5,3.10483870967742,2.46794871794872,385,385,385,385,18.9230769230769,18.3376623376623,16.3709677419355,16.1730769230769,492,1412,2030,2523,0.384615384615385,0.493506493506494,0.51219512195122,0.493506493506494,"more than 6 month"
"2862",69074,"TACOMA                        ","WA ",1,100,"COMMISSION","NULL",1,107,175,"2018-05-25",4,15,26,29,549.48,619.293333333333,520.896153846154,507.349655172414,2197.92,9289.4,13543.3,14713.14,531.785,612.894666666667,517.204615384615,504.04,2127.14,9193.42,13447.32,14617.16,17.695,6.39866666666667,3.69153846153846,3.30965517241379,70.78,95.98,95.98,95.98,6.5,5.46666666666667,5,4.96551724137931,26,82,130,144,1,0.857142857142857,0.826086956521739,0.846153846153846,"less than or equal to 6 month"
"2863",69075,"LULA                          ","GA ",1,100,"COMMISSION","NULL",0,236,64,"2017-08-19",0,0,0,7,0,0,0,724.714285714286,0,0,0,5073,0,0,0,724.714285714286,0,0,0,5073,0,0,0,0,0,0,0,0,0,0,0,12.8571428571429,0,0,0,90,0.5,0.5,0.5,0.666666666666667,"less than or equal to 3 month"
"2864",69077,"LULA                          ","GA ",1,100,"COMMISSION","NULL",0,236,58,"2017-08-18",0,0,0,52,0,0,0,991.480769230769,0,0,0,51557,0,0,0,991.480769230769,0,0,0,51557,0,0,0,0,0,0,0,0,0,0,0,15.1346153846154,0,0,0,787,0.5,0.5,0.5,0.38,"less than or equal to 3 month"
"2865",69081,"MARIETTA                      ","GA ",1,100,"COMMISSION","NULL",0,236,111,"2017-10-05",0,0,0,90,0,0,0,790.333333333333,0,0,0,71130,0,0,0,790.333333333333,0,0,0,71130,0,0,0,0,0,0,0,0,0,0,0,15.0666666666667,0,0,0,1356,0.5,0.5,0.5,0.261363636363636,"less than or equal to 6 month"
"2866",69083,"FT MYERS                      ","FL ",1,100,"COMMISSION","0",0,236,38,"2017-07-24",0,0,0,5,0,0,0,786.6,0,0,0,3933,0,0,0,786.6,0,0,0,3933,0,0,0,0,0,0,0,0,0,0,0,14.8,0,0,0,74,0.5,0.5,0.5,0.75,"less than or equal to 3 month"
"2867",69084,"FT MYERS                      ","FL ",1,100,"COMMISSION","0",0,236,259,"2018-03-02",0,1,1,55,0,740,740,813.854545454545,0,740,740,44762,0,740,740,813.854545454545,0,740,740,44762,0,0,0,0,0,0,0,0,0,12,12,15.6363636363636,0,12,12,860,0.5,0,0,0.727272727272727,"more than 6 month"
"2868",69085,"FT MYERS                      ","FL ",1,100,"COMMISSION","0",0,236,126,"2017-10-21",0,0,0,13,0,0,0,763.923076923077,0,0,0,9931,0,0,0,763.923076923077,0,0,0,9931,0,0,0,0,0,0,0,0,0,0,0,14.9230769230769,0,0,0,194,0.5,0.5,0.5,0.833333333333333,"less than or equal to 6 month"
"2869",69086,"BRIDGEPORT                    ","CT ",1,100,"COMMISSION","NULL",0,236,216,"2018-01-18",0,0,16,194,0,0,725.125,769.907216494845,0,0,11602,149362,0,0,725.125,769.907216494845,0,0,11602,149362,0,0,0,0,0,0,0,0,0,0,13.5,13.5257731958763,0,0,216,2624,0.5,0.5,0.538461538461538,0.544444444444444,"more than 6 month"
"2870",69094,"CHARLOTTE                     ","NC ",1,100,"COMMISSION","0",1,107,329,"2018-05-29",22,63,103,222,982.959545454545,1062.2273015873,1121.89475728155,1195.39490990991,21625.11,66920.32,115555.16,265377.67,977.959545454545,968.885396825397,973.722038834951,982.52018018018,21515.11,61039.78,100293.37,218119.48,5,93.3419047619048,148.172718446602,212.87472972973,110,5880.54,15261.79,47258.19,9.72727272727273,12.1746031746032,14.0776699029126,15.7882882882883,214,767,1450,3505,0.882352941176471,0.810810810810811,0.804878048780488,0.819672131147541,"more than 6 month"
"2871",69099,"MISSION VIEJO                 ","CA ",1,100,"COMMISSION","NULL",0,236,61,"2017-08-18",0,0,0,46,0,0,0,773.217391304348,0,0,0,35568,0,0,0,773.217391304348,0,0,0,35568,0,0,0,0,0,0,0,0,0,0,0,14.2391304347826,0,0,0,655,0.5,0.5,0.5,0.666666666666667,"less than or equal to 3 month"
"2872",69102,"NEWARK                        ","DE ",1,100,"COMMISSION","NULL",1,107,1,"2017-09-12",0,0,0,1,0,0,0,770,0,0,0,770,0,0,0,770,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0.5,0.5,0.5,0,"less than or equal to a month"
"2873",69103,"HALEDON                       ","NJ ",1,100,"COMMISSION","NULL",1,107,324,"2018-05-29",22,22,22,47,1301.81818181818,1301.81818181818,1301.81818181818,1000.85106382979,28640,28640,28640,47040,1294.54545454545,1294.54545454545,1294.54545454545,997.446808510638,28480,28480,28480,46880,7.27272727272727,7.27272727272727,7.27272727272727,3.40425531914894,160,160,160,160,12.7272727272727,12.7272727272727,12.7272727272727,8.82978723404255,280,280,280,415,0.444444444444444,0.444444444444444,0.444444444444444,0.515151515151515,"more than 6 month"
"2874",69104,"GEORGETOWN                    ","DE ",1,100,"COMMISSION","NULL",1,107,99,"2018-05-29",29,82,91,91,779.655172413793,729.024390243902,720.769230769231,720.769230769231,22610,59780,65590,65590,779.655172413793,729.024390243902,720.769230769231,720.769230769231,22610,59780,65590,65590,0,0,0,0,0,0,0,0,17.3793103448276,15.4634146341463,15.1208791208791,15.1208791208791,504,1268,1376,1376,0.482758620689655,0.455696202531646,0.454545454545455,0.454545454545455,"less than or equal to 6 month"
"2875",69105,"DELTONA FL                    ","FL ",1,100,"COMMISSION","0",1,107,345,"2018-05-30",30,89,147,239,4884.24333333333,4110.92853932584,2729.47741496599,1982.48192468619,146527.3,365872.64,401233.18,473813.18,4884.24333333333,4102.04123595506,2724.09666666667,1979.17242677824,146527.3,365081.67,400442.21,473022.21,0,8.88730337078652,5.38074829931973,3.30949790794979,0,790.97,790.97,790.97,46.6666666666667,38.4831460674157,27.8843537414966,22.8744769874477,1400,3425,4099,5467,0.678571428571429,0.551724137931034,0.583941605839416,0.549107142857143,"more than 6 month"
"2876",69106,"WYOMING                       ","MI ",1,100,"COMMISSION","NULL",0,236,106,"2017-10-20",0,0,0,45,0,0,0,1157.17066666667,0,0,0,52072.68,0,0,0,1157.17066666667,0,0,0,52072.68,0,0,0,0,0,0,0,0,0,0,0,15.4222222222222,0,0,0,694,0.5,0.5,0.5,0.5,"less than or equal to 6 month"
"2877",69107,"NEW HAVEN                     ","MI ",1,100,"COMMISSION","0",1,107,29,"2017-07-14",0,0,0,10,0,0,0,243.946,0,0,0,2439.46,0,0,0,243.946,0,0,0,2439.46,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,42,0.5,0.5,0.5,0.5,"less than or equal to a month"
"2878",69108,"DELTONA FL                    ","FL ",1,100,"COMMISSION","0",1,107,343,"2018-05-29",5,5,8,180,784,784,794,856.172222222222,3920,3920,6352,154111,784,784,794,856.172222222222,3920,3920,6352,154111,0,0,0,0,0,0,0,0,13.4,13.4,13.875,15.7555555555556,67,67,111,2836,0.5,0.5,0.428571428571429,0.582352941176471,"more than 6 month"
